"geno","population","Scenario","Rep","Line","Position","Pot","LA_Estimated","Date"
"GenoA44","Panel1","WD",1,1,1,1,0.003979808,"2017-04-14"
"GenoA44","Panel1","WD",1,1,1,1,0.005551926,"2017-04-15"
"GenoA44","Panel1","WD",1,1,1,1,0.007421908,"2017-04-16"
"GenoA44","Panel1","WD",1,1,1,1,0.010886696,"2017-04-17"
"GenoA44","Panel1","WD",1,1,1,1,0.01299463,"2017-04-18"
"GenoA44","Panel1","WD",1,1,1,1,0.016238344,"2017-04-19"
"GenoA44","Panel1","WD",1,1,1,1,0.020465279,"2017-04-20"
"GenoA44","Panel1","WD",1,1,1,1,0.028304972,"2017-04-21"
"GenoA44","Panel1","WD",1,1,1,1,0.036445632,"2017-04-22"
"GenoA44","Panel1","WD",1,1,1,1,0.042289579,"2017-04-23"
"GenoA44","Panel1","WD",1,1,1,1,0.059982679,"2017-04-24"
"GenoA44","Panel1","WD",1,1,1,1,0.069632319,"2017-04-25"
"GenoA44","Panel1","WD",1,1,1,1,0.084112174,"2017-04-27"
"GenoA44","Panel1","WD",1,1,1,1,0.093423819,"2017-04-28"
"GenoA44","Panel1","WD",1,1,1,1,0.110292516,"2017-04-29"
"GenoA44","Panel1","WD",1,1,1,1,0.12763826,"2017-04-30"
"GenoA44","Panel1","WD",1,1,1,1,0.149159968,"2017-05-01"
"GenoA44","Panel1","WD",1,1,1,1,0.165137698,"2017-05-02"
"GenoA44","Panel1","WD",1,1,1,1,0.186422893,"2017-05-03"
"GenoA44","Panel1","WD",1,1,1,1,0.207410621,"2017-05-04"
"GenoA44","Panel1","WD",1,1,1,1,0.220493291,"2017-05-05"
"GenoA44","Panel1","WD",1,1,1,1,0.233109416,"2017-05-06"
"GenoA44","Panel1","WD",1,1,1,1,0.248084469,"2017-05-07"
"GenoA44","Panel1","WD",1,1,1,1,0.258774617,"2017-05-08"
"GenoA44","Panel1","WD",1,1,1,1,0.277236387,"2017-05-09"
"GenoA44","Panel1","WD",1,1,1,1,0.302929994,"2017-05-10"
"GenoA44","Panel1","WD",1,1,1,1,0.331020012,"2017-05-12"
"GenoA44","Panel1","WD",1,1,1,1,0.344929806,"2017-05-13"
"GenoA44","Panel1","WD",1,1,1,1,0.341180217,"2017-05-15"
"GenoA7","Panel1","WD",1,1,2,2,0.004034304,"2017-04-14"
"GenoA7","Panel1","WD",1,1,2,2,0.005993052,"2017-04-15"
"GenoA7","Panel1","WD",1,1,2,2,0.007944171,"2017-04-16"
"GenoA7","Panel1","WD",1,1,2,2,0.011907083,"2017-04-17"
"GenoA7","Panel1","WD",1,1,2,2,0.014219853,"2017-04-18"
"GenoA7","Panel1","WD",1,1,2,2,0.018128074,"2017-04-19"
"GenoA7","Panel1","WD",1,1,2,2,0.022483757,"2017-04-20"
"GenoA7","Panel1","WD",1,1,2,2,0.039872003,"2017-04-22"
"GenoA7","Panel1","WD",1,1,2,2,0.046169665,"2017-04-23"
"GenoA7","Panel1","WD",1,1,2,2,0.06531144,"2017-04-24"
"GenoA7","Panel1","WD",1,1,2,2,0.076272992,"2017-04-25"
"GenoA7","Panel1","WD",1,1,2,2,0.090311102,"2017-04-27"
"GenoA7","Panel1","WD",1,1,2,2,0.100380452,"2017-04-28"
"GenoA7","Panel1","WD",1,1,2,2,0.115304238,"2017-04-29"
"GenoA7","Panel1","WD",1,1,2,2,0.131309695,"2017-04-30"
"GenoA7","Panel1","WD",1,1,2,2,0.151980886,"2017-05-01"
"GenoA7","Panel1","WD",1,1,2,2,0.168631856,"2017-05-02"
"GenoA7","Panel1","WD",1,1,2,2,0.189007341,"2017-05-03"
"GenoA7","Panel1","WD",1,1,2,2,0.217812357,"2017-05-04"
"GenoA7","Panel1","WD",1,1,2,2,0.242383771,"2017-05-05"
"GenoA7","Panel1","WD",1,1,2,2,0.253030871,"2017-05-06"
"GenoA7","Panel1","WD",1,1,2,2,0.271197804,"2017-05-07"
"GenoA7","Panel1","WD",1,1,2,2,0.28586661,"2017-05-08"
"GenoA7","Panel1","WD",1,1,2,2,0.302735955,"2017-05-09"
"GenoA7","Panel1","WD",1,1,2,2,0.316763045,"2017-05-10"
"GenoA7","Panel1","WD",1,1,2,2,0.347054077,"2017-05-12"
"GenoA7","Panel1","WD",1,1,2,2,0.348932723,"2017-05-13"
"GenoA7","Panel1","WD",1,1,2,2,0.357914366,"2017-05-15"
"GenoA25","Panel1","WD",1,1,3,3,0.003235943,"2017-04-14"
"GenoA25","Panel1","WD",1,1,3,3,0.004579174,"2017-04-15"
"GenoA25","Panel1","WD",1,1,3,3,0.006408516,"2017-04-16"
"GenoA25","Panel1","WD",1,1,3,3,0.009870166,"2017-04-17"
"GenoA25","Panel1","WD",1,1,3,3,0.011284759,"2017-04-18"
"GenoA25","Panel1","WD",1,1,3,3,0.01319457,"2017-04-19"
"GenoA25","Panel1","WD",1,1,3,3,0.016810768,"2017-04-20"
"GenoA25","Panel1","WD",1,1,3,3,0.02263326,"2017-04-21"
"GenoA25","Panel1","WD",1,1,3,3,0.028821897,"2017-04-22"
"GenoA25","Panel1","WD",1,1,3,3,0.032525306,"2017-04-23"
"GenoA25","Panel1","WD",1,1,3,3,0.049835885,"2017-04-24"
"GenoA25","Panel1","WD",1,1,3,3,0.058450022,"2017-04-25"
"GenoA25","Panel1","WD",1,1,3,3,0.068654553,"2017-04-27"
"GenoA25","Panel1","WD",1,1,3,3,0.079058409,"2017-04-28"
"GenoA25","Panel1","WD",1,1,3,3,0.089417002,"2017-04-29"
"GenoA25","Panel1","WD",1,1,3,3,0.100814402,"2017-04-30"
"GenoA25","Panel1","WD",1,1,3,3,0.114839471,"2017-05-01"
"GenoA25","Panel1","WD",1,1,3,3,0.125363622,"2017-05-02"
"GenoA25","Panel1","WD",1,1,3,3,0.146699224,"2017-05-03"
"GenoA25","Panel1","WD",1,1,3,3,0.166239646,"2017-05-04"
"GenoA25","Panel1","WD",1,1,3,3,0.177219439,"2017-05-05"
"GenoA25","Panel1","WD",1,1,3,3,0.186276783,"2017-05-06"
"GenoA25","Panel1","WD",1,1,3,3,0.219210138,"2017-05-07"
"GenoA25","Panel1","WD",1,1,3,3,0.230300641,"2017-05-08"
"GenoA25","Panel1","WD",1,1,3,3,0.240253936,"2017-05-09"
"GenoA25","Panel1","WD",1,1,3,3,0.271873464,"2017-05-10"
"GenoA25","Panel1","WD",1,1,3,3,0.300174755,"2017-05-12"
"GenoA25","Panel1","WD",1,1,3,3,0.317483667,"2017-05-13"
"GenoA25","Panel1","WD",1,1,3,3,0.349547204,"2017-05-15"
"GenoA12","Panel1","WD",1,1,4,4,0.002354951,"2017-04-14"
"GenoA12","Panel1","WD",1,1,4,4,0.003548237,"2017-04-15"
"GenoA12","Panel1","WD",1,1,4,4,0.00431617,"2017-04-16"
"GenoA12","Panel1","WD",1,1,4,4,0.006874994,"2017-04-17"
"GenoA12","Panel1","WD",1,1,4,4,0.008078167,"2017-04-18"
"GenoA12","Panel1","WD",1,1,4,4,0.009378145,"2017-04-19"
"GenoA12","Panel1","WD",1,1,4,4,0.011222302,"2017-04-20"
"GenoA12","Panel1","WD",1,1,4,4,0.023423211,"2017-04-22"
"GenoA12","Panel1","WD",1,1,4,4,0.025828869,"2017-04-23"
"GenoA12","Panel1","WD",1,1,4,4,0.033215203,"2017-04-24"
"GenoA12","Panel1","WD",1,1,4,4,0.038942194,"2017-04-25"
"GenoA12","Panel1","WD",1,1,4,4,0.053144209,"2017-04-27"
"GenoA12","Panel1","WD",1,1,4,4,0.063183583,"2017-04-28"
"GenoA12","Panel1","WD",1,1,4,4,0.069981546,"2017-04-29"
"GenoA12","Panel1","WD",1,1,4,4,0.078340922,"2017-04-30"
"GenoA12","Panel1","WD",1,1,4,4,0.090048078,"2017-05-01"
"GenoA12","Panel1","WD",1,1,4,4,0.102874761,"2017-05-02"
"GenoA12","Panel1","WD",1,1,4,4,0.119166292,"2017-05-03"
"GenoA12","Panel1","WD",1,1,4,4,0.138954528,"2017-05-04"
"GenoA12","Panel1","WD",1,1,4,4,0.152040921,"2017-05-05"
"GenoA12","Panel1","WD",1,1,4,4,0.157474144,"2017-05-06"
"GenoA12","Panel1","WD",1,1,4,4,0.174291827,"2017-05-07"
"GenoA12","Panel1","WD",1,1,4,4,0.185880356,"2017-05-08"
"GenoA12","Panel1","WD",1,1,4,4,0.196515945,"2017-05-09"
"GenoA12","Panel1","WD",1,1,4,4,0.21440673,"2017-05-10"
"GenoA12","Panel1","WD",1,1,4,4,0.237614802,"2017-05-12"
"GenoA12","Panel1","WD",1,1,4,4,0.257563015,"2017-05-13"
"GenoA12","Panel1","WD",1,1,4,4,0.287313669,"2017-05-15"
"GenoA47","Panel1","WD",1,1,5,5,0.003712697,"2017-04-14"
"GenoA47","Panel1","WD",1,1,5,5,0.005562318,"2017-04-15"
"GenoA47","Panel1","WD",1,1,5,5,0.006735261,"2017-04-16"
"GenoA47","Panel1","WD",1,1,5,5,0.009913598,"2017-04-17"
"GenoA47","Panel1","WD",1,1,5,5,0.011582791,"2017-04-18"
"GenoA47","Panel1","WD",1,1,5,5,0.014115161,"2017-04-19"
"GenoA47","Panel1","WD",1,1,5,5,0.017774008,"2017-04-20"
"GenoA47","Panel1","WD",1,1,5,5,0.025502189,"2017-04-21"
"GenoA47","Panel1","WD",1,1,5,5,0.034350409,"2017-04-22"
"GenoA47","Panel1","WD",1,1,5,5,0.039294592,"2017-04-23"
"GenoA47","Panel1","WD",1,1,5,5,0.052319577,"2017-04-24"
"GenoA47","Panel1","WD",1,1,5,5,0.061525624,"2017-04-25"
"GenoA47","Panel1","WD",1,1,5,5,0.077266941,"2017-04-27"
"GenoA47","Panel1","WD",1,1,5,5,0.084779379,"2017-04-28"
"GenoA47","Panel1","WD",1,1,5,5,0.097708608,"2017-04-29"
"GenoA47","Panel1","WD",1,1,5,5,0.111888769,"2017-04-30"
"GenoA47","Panel1","WD",1,1,5,5,0.126782338,"2017-05-01"
"GenoA47","Panel1","WD",1,1,5,5,0.137034012,"2017-05-02"
"GenoA47","Panel1","WD",1,1,5,5,0.150353226,"2017-05-03"
"GenoA47","Panel1","WD",1,1,5,5,0.169024994,"2017-05-04"
"GenoA47","Panel1","WD",1,1,5,5,0.19258751,"2017-05-05"
"GenoA47","Panel1","WD",1,1,5,5,0.196790006,"2017-05-06"
"GenoA47","Panel1","WD",1,1,5,5,0.213973905,"2017-05-07"
"GenoA47","Panel1","WD",1,1,5,5,0.222732335,"2017-05-08"
"GenoA47","Panel1","WD",1,1,5,5,0.230307892,"2017-05-09"
"GenoA47","Panel1","WD",1,1,5,5,0.247576308,"2017-05-10"
"GenoA47","Panel1","WD",1,1,5,5,0.267007147,"2017-05-12"
"GenoA47","Panel1","WD",1,1,5,5,0.280509839,"2017-05-13"
"GenoA47","Panel1","WD",1,1,5,5,0.293788542,"2017-05-15"
"GenoA13","Panel1","WD",1,1,6,6,0.003064071,"2017-04-14"
"GenoA13","Panel1","WD",1,1,6,6,0.004071913,"2017-04-15"
"GenoA13","Panel1","WD",1,1,6,6,0.005631937,"2017-04-16"
"GenoA13","Panel1","WD",1,1,6,6,0.008041343,"2017-04-17"
"GenoA13","Panel1","WD",1,1,6,6,0.00943426,"2017-04-18"
"GenoA13","Panel1","WD",1,1,6,6,0.012944909,"2017-04-19"
"GenoA13","Panel1","WD",1,1,6,6,0.017152233,"2017-04-20"
"GenoA13","Panel1","WD",1,1,6,6,0.025536491,"2017-04-22"
"GenoA13","Panel1","WD",1,1,6,6,0.029461329,"2017-04-23"
"GenoA13","Panel1","WD",1,1,6,6,0.043776646,"2017-04-24"
"GenoA13","Panel1","WD",1,1,6,6,0.049650919,"2017-04-25"
"GenoA13","Panel1","WD",1,1,6,6,0.061426626,"2017-04-27"
"GenoA13","Panel1","WD",1,1,6,6,0.070768372,"2017-04-28"
"GenoA13","Panel1","WD",1,1,6,6,0.084544736,"2017-04-29"
"GenoA13","Panel1","WD",1,1,6,6,0.097591356,"2017-04-30"
"GenoA13","Panel1","WD",1,1,6,6,0.109519177,"2017-05-01"
"GenoA13","Panel1","WD",1,1,6,6,0.123296917,"2017-05-02"
"GenoA13","Panel1","WD",1,1,6,6,0.13340076,"2017-05-03"
"GenoA13","Panel1","WD",1,1,6,6,0.157351138,"2017-05-04"
"GenoA13","Panel1","WD",1,1,6,6,0.170877319,"2017-05-05"
"GenoA13","Panel1","WD",1,1,6,6,0.182732042,"2017-05-06"
"GenoA13","Panel1","WD",1,1,6,6,0.200172187,"2017-05-07"
"GenoA13","Panel1","WD",1,1,6,6,0.208628525,"2017-05-08"
"GenoA13","Panel1","WD",1,1,6,6,0.221233505,"2017-05-09"
"GenoA13","Panel1","WD",1,1,6,6,0.238755367,"2017-05-10"
"GenoA13","Panel1","WD",1,1,6,6,0.258000883,"2017-05-12"
"GenoA13","Panel1","WD",1,1,6,6,0.278637895,"2017-05-13"
"GenoA13","Panel1","WD",1,1,6,6,0.310339986,"2017-05-15"
"GenoA50","Panel1","WD",1,1,7,7,0.00412982,"2017-04-14"
"GenoA50","Panel1","WD",1,1,7,7,0.006009122,"2017-04-15"
"GenoA50","Panel1","WD",1,1,7,7,0.008471633,"2017-04-16"
"GenoA50","Panel1","WD",1,1,7,7,0.011988632,"2017-04-17"
"GenoA50","Panel1","WD",1,1,7,7,0.013359145,"2017-04-18"
"GenoA50","Panel1","WD",1,1,7,7,0.017264209,"2017-04-19"
"GenoA50","Panel1","WD",1,1,7,7,0.021911411,"2017-04-20"
"GenoA50","Panel1","WD",1,1,7,7,0.030130971,"2017-04-21"
"GenoA50","Panel1","WD",1,1,7,7,0.037480326,"2017-04-22"
"GenoA50","Panel1","WD",1,1,7,7,0.040816464,"2017-04-23"
"GenoA50","Panel1","WD",1,1,7,7,0.060746445,"2017-04-24"
"GenoA50","Panel1","WD",1,1,7,7,0.069863324,"2017-04-25"
"GenoA50","Panel1","WD",1,1,7,7,0.084283605,"2017-04-27"
"GenoA50","Panel1","WD",1,1,7,7,0.097484016,"2017-04-28"
"GenoA50","Panel1","WD",1,1,7,7,0.111169417,"2017-04-29"
"GenoA50","Panel1","WD",1,1,7,7,0.128544978,"2017-04-30"
"GenoA50","Panel1","WD",1,1,7,7,0.144770493,"2017-05-01"
"GenoA50","Panel1","WD",1,1,7,7,0.157763969,"2017-05-02"
"GenoA50","Panel1","WD",1,1,7,7,0.172059065,"2017-05-03"
"GenoA50","Panel1","WD",1,1,7,7,0.189299406,"2017-05-04"
"GenoA50","Panel1","WD",1,1,7,7,0.208490023,"2017-05-05"
"GenoA50","Panel1","WD",1,1,7,7,0.215197837,"2017-05-06"
"GenoA50","Panel1","WD",1,1,7,7,0.233015037,"2017-05-07"
"GenoA50","Panel1","WD",1,1,7,7,0.238607382,"2017-05-08"
"GenoA50","Panel1","WD",1,1,7,7,0.253682721,"2017-05-09"
"GenoA50","Panel1","WD",1,1,7,7,0.279153717,"2017-05-10"
"GenoA50","Panel1","WD",1,1,7,7,0.307085466,"2017-05-12"
"GenoA50","Panel1","WD",1,1,7,7,0.314838803,"2017-05-13"
"GenoA50","Panel1","WD",1,1,7,7,0.30137081,"2017-05-15"
"GenoA14","Panel1","WD",1,1,8,8,0.002755794,"2017-04-14"
"GenoA14","Panel1","WD",1,1,8,8,0.004347932,"2017-04-15"
"GenoA14","Panel1","WD",1,1,8,8,0.005588843,"2017-04-16"
"GenoA14","Panel1","WD",1,1,8,8,0.008200258,"2017-04-17"
"GenoA14","Panel1","WD",1,1,8,8,0.010308712,"2017-04-18"
"GenoA14","Panel1","WD",1,1,8,8,0.01312668,"2017-04-19"
"GenoA14","Panel1","WD",1,1,8,8,0.014373588,"2017-04-20"
"GenoA14","Panel1","WD",1,1,8,8,0.027217198,"2017-04-22"
"GenoA14","Panel1","WD",1,1,8,8,0.032201673,"2017-04-23"
"GenoA14","Panel1","WD",1,1,8,8,0.041675655,"2017-04-24"
"GenoA14","Panel1","WD",1,1,8,8,0.045343075,"2017-04-25"
"GenoA14","Panel1","WD",1,1,8,8,0.059329577,"2017-04-27"
"GenoA14","Panel1","WD",1,1,8,8,0.071860534,"2017-04-28"
"GenoA14","Panel1","WD",1,1,8,8,0.087544252,"2017-04-29"
"GenoA14","Panel1","WD",1,1,8,8,0.098226225,"2017-04-30"
"GenoA14","Panel1","WD",1,1,8,8,0.110614341,"2017-05-01"
"GenoA14","Panel1","WD",1,1,8,8,0.123190057,"2017-05-02"
"GenoA14","Panel1","WD",1,1,8,8,0.140959868,"2017-05-03"
"GenoA14","Panel1","WD",1,1,8,8,0.164095052,"2017-05-04"
"GenoA14","Panel1","WD",1,1,8,8,0.174384041,"2017-05-05"
"GenoA14","Panel1","WD",1,1,8,8,0.186445948,"2017-05-06"
"GenoA14","Panel1","WD",1,1,8,8,0.203248111,"2017-05-07"
"GenoA14","Panel1","WD",1,1,8,8,0.220382734,"2017-05-08"
"GenoA14","Panel1","WD",1,1,8,8,0.232877972,"2017-05-09"
"GenoA14","Panel1","WD",1,1,8,8,0.262251585,"2017-05-10"
"GenoA14","Panel1","WD",1,1,8,8,0.283966583,"2017-05-12"
"GenoA14","Panel1","WD",1,1,8,8,0.305962537,"2017-05-13"
"GenoA14","Panel1","WD",1,1,8,8,0.34065426,"2017-05-15"
"GenoA6","Panel1","WD",1,1,9,9,0.003539967,"2017-04-14"
"GenoA6","Panel1","WD",1,1,9,9,0.005814345,"2017-04-15"
"GenoA6","Panel1","WD",1,1,9,9,0.006940406,"2017-04-16"
"GenoA6","Panel1","WD",1,1,9,9,0.009986532,"2017-04-17"
"GenoA6","Panel1","WD",1,1,9,9,0.012979973,"2017-04-18"
"GenoA6","Panel1","WD",1,1,9,9,0.015567193,"2017-04-19"
"GenoA6","Panel1","WD",1,1,9,9,0.01804209,"2017-04-20"
"GenoA6","Panel1","WD",1,1,9,9,0.024391175,"2017-04-21"
"GenoA6","Panel1","WD",1,1,9,9,0.033284903,"2017-04-22"
"GenoA6","Panel1","WD",1,1,9,9,0.039166974,"2017-04-23"
"GenoA6","Panel1","WD",1,1,9,9,0.050149129,"2017-04-24"
"GenoA6","Panel1","WD",1,1,9,9,0.057013449,"2017-04-25"
"GenoA6","Panel1","WD",1,1,9,9,0.076272867,"2017-04-27"
"GenoA6","Panel1","WD",1,1,9,9,0.089462587,"2017-04-28"
"GenoA6","Panel1","WD",1,1,9,9,0.102532027,"2017-04-29"
"GenoA6","Panel1","WD",1,1,9,9,0.114007845,"2017-04-30"
"GenoA6","Panel1","WD",1,1,9,9,0.130454173,"2017-05-01"
"GenoA6","Panel1","WD",1,1,9,9,0.14169362,"2017-05-02"
"GenoA6","Panel1","WD",1,1,9,9,0.15949002,"2017-05-03"
"GenoA6","Panel1","WD",1,1,9,9,0.181497499,"2017-05-04"
"GenoA6","Panel1","WD",1,1,9,9,0.198335022,"2017-05-05"
"GenoA6","Panel1","WD",1,1,9,9,0.217978976,"2017-05-06"
"GenoA6","Panel1","WD",1,1,9,9,0.235745962,"2017-05-07"
"GenoA6","Panel1","WD",1,1,9,9,0.249049537,"2017-05-08"
"GenoA6","Panel1","WD",1,1,9,9,0.255584633,"2017-05-09"
"GenoA6","Panel1","WD",1,1,9,9,0.281385345,"2017-05-10"
"GenoA6","Panel1","WD",1,1,9,9,0.315467699,"2017-05-12"
"GenoA6","Panel1","WD",1,1,9,9,0.334725704,"2017-05-13"
"GenoA6","Panel1","WD",1,1,9,9,0.354961226,"2017-05-15"
"GenoA18","Panel1","WD",1,1,10,10,0.003353911,"2017-04-14"
"GenoA18","Panel1","WD",1,1,10,10,0.004709589,"2017-04-15"
"GenoA18","Panel1","WD",1,1,10,10,0.00659429,"2017-04-16"
"GenoA18","Panel1","WD",1,1,10,10,0.010361177,"2017-04-17"
"GenoA18","Panel1","WD",1,1,10,10,0.011799006,"2017-04-18"
"GenoA18","Panel1","WD",1,1,10,10,0.014773748,"2017-04-19"
"GenoA18","Panel1","WD",1,1,10,10,0.019774095,"2017-04-20"
"GenoA18","Panel1","WD",1,1,10,10,0.033627215,"2017-04-22"
"GenoA18","Panel1","WD",1,1,10,10,0.038176087,"2017-04-23"
"GenoA18","Panel1","WD",1,1,10,10,0.055224523,"2017-04-24"
"GenoA18","Panel1","WD",1,1,10,10,0.066606615,"2017-04-25"
"GenoA18","Panel1","WD",1,1,10,10,0.080555255,"2017-04-27"
"GenoA18","Panel1","WD",1,1,10,10,0.089360951,"2017-04-28"
"GenoA18","Panel1","WD",1,1,10,10,0.103280572,"2017-04-29"
"GenoA18","Panel1","WD",1,1,10,10,0.115327737,"2017-04-30"
"GenoA18","Panel1","WD",1,1,10,10,0.131980399,"2017-05-01"
"GenoA18","Panel1","WD",1,1,10,10,0.142899076,"2017-05-02"
"GenoA18","Panel1","WD",1,1,10,10,0.15720956,"2017-05-03"
"GenoA18","Panel1","WD",1,1,10,10,0.176563384,"2017-05-04"
"GenoA18","Panel1","WD",1,1,10,10,0.19499252,"2017-05-05"
"GenoA18","Panel1","WD",1,1,10,10,0.207039013,"2017-05-06"
"GenoA18","Panel1","WD",1,1,10,10,0.223703506,"2017-05-07"
"GenoA18","Panel1","WD",1,1,10,10,0.239025995,"2017-05-08"
"GenoA18","Panel1","WD",1,1,10,10,0.244800976,"2017-05-09"
"GenoA18","Panel1","WD",1,1,10,10,0.269272844,"2017-05-10"
"GenoA18","Panel1","WD",1,1,10,10,0.296813746,"2017-05-12"
"GenoA18","Panel1","WD",1,1,10,10,0.314476105,"2017-05-13"
"GenoA18","Panel1","WD",1,1,10,10,0.339569668,"2017-05-15"
"GenoA31","Panel1","WD",1,1,11,11,0.004545247,"2017-04-14"
"GenoA31","Panel1","WD",1,1,11,11,0.006322796,"2017-04-15"
"GenoA31","Panel1","WD",1,1,11,11,0.009350305,"2017-04-16"
"GenoA31","Panel1","WD",1,1,11,11,0.013037309,"2017-04-17"
"GenoA31","Panel1","WD",1,1,11,11,0.015704472,"2017-04-18"
"GenoA31","Panel1","WD",1,1,11,11,0.021157593,"2017-04-19"
"GenoA31","Panel1","WD",1,1,11,11,0.025805994,"2017-04-20"
"GenoA31","Panel1","WD",1,1,11,11,0.033005482,"2017-04-21"
"GenoA31","Panel1","WD",1,1,11,11,0.045256794,"2017-04-22"
"GenoA31","Panel1","WD",1,1,11,11,0.052377912,"2017-04-23"
"GenoA31","Panel1","WD",1,1,11,11,0.063192021,"2017-04-24"
"GenoA31","Panel1","WD",1,1,11,11,0.073462666,"2017-04-25"
"GenoA31","Panel1","WD",1,1,11,11,0.093542847,"2017-04-27"
"GenoA31","Panel1","WD",1,1,11,11,0.102751945,"2017-04-28"
"GenoA31","Panel1","WD",1,1,11,11,0.115326118,"2017-04-29"
"GenoA31","Panel1","WD",1,1,11,11,0.126541472,"2017-04-30"
"GenoA31","Panel1","WD",1,1,11,11,0.143829831,"2017-05-01"
"GenoA31","Panel1","WD",1,1,11,11,0.158423472,"2017-05-02"
"GenoA31","Panel1","WD",1,1,11,11,0.17783742,"2017-05-03"
"GenoA31","Panel1","WD",1,1,11,11,0.201876669,"2017-05-04"
"GenoA31","Panel1","WD",1,1,11,11,0.218850322,"2017-05-05"
"GenoA31","Panel1","WD",1,1,11,11,0.22917912,"2017-05-06"
"GenoA31","Panel1","WD",1,1,11,11,0.237458695,"2017-05-07"
"GenoA31","Panel1","WD",1,1,11,11,0.245823527,"2017-05-08"
"GenoA31","Panel1","WD",1,1,11,11,0.255227102,"2017-05-09"
"GenoA31","Panel1","WD",1,1,11,11,0.279549365,"2017-05-10"
"GenoA31","Panel1","WD",1,1,11,11,0.310450612,"2017-05-12"
"GenoA31","Panel1","WD",1,1,11,11,0.333143504,"2017-05-13"
"GenoA31","Panel1","WD",1,1,11,11,0.352095054,"2017-05-15"
"GenoA29","Panel1","WD",1,1,12,12,0.002973573,"2017-04-14"
"GenoA29","Panel1","WD",1,1,12,12,0.005008841,"2017-04-15"
"GenoA29","Panel1","WD",1,1,12,12,0.006535562,"2017-04-16"
"GenoA29","Panel1","WD",1,1,12,12,0.008828115,"2017-04-17"
"GenoA29","Panel1","WD",1,1,12,12,0.010946401,"2017-04-18"
"GenoA29","Panel1","WD",1,1,12,12,0.014405803,"2017-04-19"
"GenoA29","Panel1","WD",1,1,12,12,0.016943124,"2017-04-20"
"GenoA29","Panel1","WD",1,1,12,12,0.031857188,"2017-04-22"
"GenoA29","Panel1","WD",1,1,12,12,0.037129198,"2017-04-23"
"GenoA29","Panel1","WD",1,1,12,12,0.05226473,"2017-04-24"
"GenoA29","Panel1","WD",1,1,12,12,0.061024057,"2017-04-25"
"GenoA29","Panel1","WD",1,1,12,12,0.073459265,"2017-04-27"
"GenoA29","Panel1","WD",1,1,12,12,0.087032462,"2017-04-28"
"GenoA29","Panel1","WD",1,1,12,12,0.098361821,"2017-04-29"
"GenoA29","Panel1","WD",1,1,12,12,0.107804127,"2017-04-30"
"GenoA29","Panel1","WD",1,1,12,12,0.124968406,"2017-05-01"
"GenoA29","Panel1","WD",1,1,12,12,0.145292373,"2017-05-02"
"GenoA29","Panel1","WD",1,1,12,12,0.167588092,"2017-05-03"
"GenoA29","Panel1","WD",1,1,12,12,0.197335942,"2017-05-04"
"GenoA29","Panel1","WD",1,1,12,12,0.215808965,"2017-05-05"
"GenoA29","Panel1","WD",1,1,12,12,0.231672683,"2017-05-06"
"GenoA29","Panel1","WD",1,1,12,12,0.254208619,"2017-05-07"
"GenoA29","Panel1","WD",1,1,12,12,0.262291603,"2017-05-08"
"GenoA29","Panel1","WD",1,1,12,12,0.269680767,"2017-05-09"
"GenoA29","Panel1","WD",1,1,12,12,0.298784659,"2017-05-10"
"GenoA29","Panel1","WD",1,1,12,12,0.333420836,"2017-05-12"
"GenoA29","Panel1","WD",1,1,12,12,0.354534088,"2017-05-13"
"GenoA29","Panel1","WD",1,1,12,12,0.389480635,"2017-05-15"
"GenoA8","Panel1","WD",1,1,13,13,0.00326066,"2017-04-14"
"GenoA8","Panel1","WD",1,1,13,13,0.004236916,"2017-04-15"
"GenoA8","Panel1","WD",1,1,13,13,0.00599398,"2017-04-16"
"GenoA8","Panel1","WD",1,1,13,13,0.008944621,"2017-04-17"
"GenoA8","Panel1","WD",1,1,13,13,0.010422145,"2017-04-18"
"GenoA8","Panel1","WD",1,1,13,13,0.013097582,"2017-04-19"
"GenoA8","Panel1","WD",1,1,13,13,0.016245136,"2017-04-20"
"GenoA8","Panel1","WD",1,1,13,13,0.02193511,"2017-04-21"
"GenoA8","Panel1","WD",1,1,13,13,0.028136771,"2017-04-22"
"GenoA8","Panel1","WD",1,1,13,13,0.032923507,"2017-04-23"
"GenoA8","Panel1","WD",1,1,13,13,0.05076159,"2017-04-24"
"GenoA8","Panel1","WD",1,1,13,13,0.056254172,"2017-04-25"
"GenoA8","Panel1","WD",1,1,13,13,0.066302093,"2017-04-27"
"GenoA8","Panel1","WD",1,1,13,13,0.078347355,"2017-04-28"
"GenoA8","Panel1","WD",1,1,13,13,0.089318925,"2017-04-29"
"GenoA8","Panel1","WD",1,1,13,13,0.103788741,"2017-04-30"
"GenoA8","Panel1","WD",1,1,13,13,0.118039276,"2017-05-01"
"GenoA8","Panel1","WD",1,1,13,13,0.129290516,"2017-05-02"
"GenoA8","Panel1","WD",1,1,13,13,0.145817179,"2017-05-03"
"GenoA8","Panel1","WD",1,1,13,13,0.16295538,"2017-05-04"
"GenoA8","Panel1","WD",1,1,13,13,0.184492806,"2017-05-05"
"GenoA8","Panel1","WD",1,1,13,13,0.199679348,"2017-05-06"
"GenoA8","Panel1","WD",1,1,13,13,0.210984252,"2017-05-07"
"GenoA8","Panel1","WD",1,1,13,13,0.225250603,"2017-05-08"
"GenoA8","Panel1","WD",1,1,13,13,0.239753249,"2017-05-09"
