"time","genotype","predicted.values","standard.errors"
"2018-05-31 16:37:00","1341",0.655482608719025,0.011135457288416
"2018-05-31 16:37:00","1361",0.661240884879888,0.0111557256792392
"2018-05-31 16:37:00","1363",0.659563894968756,0.0112868501282248
"2018-05-31 16:37:00","1364",0.674952466162107,0.0111959165850021
"2018-05-31 16:37:00","1366",0.646685869871553,0.0110051256539715
"2018-05-31 16:37:00","1378",0.675738438637451,0.0112379353762024
"2018-05-31 16:37:00","1382",0.659437441628455,0.0113683450492386
"2018-05-31 16:37:00","1395",0.659871217052317,0.0112906565790535
"2018-05-31 16:37:00","1396",0.663425253863149,0.0112639120880303
"2018-05-31 16:37:00","1400",0.661833631863901,0.0111776228679107
"2018-05-31 16:37:00","1434",0.67015557060036,0.0111822270282439
"2018-05-31 16:37:00","1459",0.667114465314,0.0116808006506194
"2018-05-31 16:37:00","1463",0.665166883474928,0.0112044913100256
"2018-05-31 16:37:00","1466",0.669293810284967,0.0113431346142773
"2018-05-31 16:37:00","1467",0.677656463241756,0.0112296329986586
"2018-05-31 16:37:00","1470",0.666449242346815,0.011309146592865
"2018-05-31 16:37:00","1473",0.655948815140309,0.0113042772731374
"2018-05-31 16:37:00","1476",0.664929207883241,0.0112853426916321
"2018-05-31 16:37:00","1483",0.66148960984182,0.0113004668845365
"2018-05-31 16:37:00","1509",0.656400616849463,0.0111224001393374
"2018-05-31 16:37:00","1512",0.674865390888322,0.0112098684975689
"2018-05-31 16:37:00","1536",0.662443900377553,0.0111731662552464
"2018-05-31 16:37:00","1551",0.655932420002344,0.0111529907742994
"2018-05-31 16:37:00","1587",0.666363061261947,0.0112306339572503
"2018-05-31 16:37:00","1594",0.6724117759704,0.0112789311441519
"2018-05-31 16:37:00","1612",0.606907483195878,0.0114203936238108
"2018-05-31 16:37:00","1630",0.668876705504389,0.0114252021904163
"2018-05-31 16:37:00","1637",0.671617414077876,0.0112727502124509
"2018-05-31 16:37:00","1657",0.670272083529932,0.0112396032827858
"2018-05-31 16:37:00","1658",0.67756821269678,0.0112300865570127
"2018-05-31 16:37:00","1672",0.66834251397005,0.0113277525567283
"2018-05-31 16:37:00","1675",0.667364526587685,0.0111661249061065
"2018-05-31 16:37:00","1683",0.65808886851482,0.0115567277846628
"2018-05-31 16:37:00","1687",0.670466773458462,0.0113580585664569
"2018-05-31 16:37:00","1689",0.663303395383225,0.0112958250509001
"2018-05-31 16:37:00","1692",0.670493365227619,0.0112532894521184
"2018-05-31 16:37:00","1696",0.65551231260221,0.0113408010641436
"2018-05-31 16:37:00","1704",0.672933384378886,0.0115603307852998
"2018-05-31 16:37:00","1716",0.64812614496666,0.0113655557293914
"2018-05-31 16:37:00","1724",0.660730703271191,0.0114870047713482
"2018-05-31 16:37:00","1726",0.667789765027981,0.0112843662047991
"2018-05-31 16:37:00","1728",0.671081322332161,0.0112131796337994
"2018-05-31 16:37:00","1774",0.669645901788326,0.0112295600448592
"2018-05-31 16:37:00","1775",0.672120231343526,0.0112588238937558
"2018-05-31 16:37:00","1780",0.666808789972768,0.0113295410027305
"2018-05-31 16:37:00","18",0.67491588509153,0.0114239428582596
"2018-05-31 16:37:00","1824",0.656067960074414,0.0111503619084959
"2018-05-31 16:37:00","1827",0.647011960033566,0.01121154240426
"2018-05-31 16:37:00","184",0.66975733719259,0.0113757722281157
"2018-05-31 16:37:00","1845",0.655055153792548,0.0111479227543643
"2018-05-31 16:37:00","1869",0.672981567113496,0.0113302052304851
"2018-05-31 16:37:00","1931",0.653494317226262,0.0114476924656214
"2018-05-31 16:37:00","1940",0.651927419110319,0.0113276000470552
"2018-05-31 16:37:00","1942",0.674076397347895,0.0111492042515407
"2018-05-31 16:37:00","1947",0.668615003391494,0.0113133879768873
"2018-05-31 16:37:00","1959",0.663265575080506,0.0110581543405136
"2018-05-31 16:37:00","1961",0.658670246277328,0.0112899279263789
"2018-05-31 16:37:00","1962",0.663044913289289,0.0112514479077543
"2018-05-31 16:37:00","1964",0.645921104538343,0.0113107853248585
"2018-05-31 16:37:00","1968",0.651536653939503,0.0111639333196942
"2018-05-31 16:37:00","1970",0.67288048199535,0.0112984899311802
"2018-05-31 16:37:00","1977",0.648459114890759,0.0112070432596672
"2018-05-31 16:37:00","1979",0.663398060478156,0.0113113763465787
"2018-05-31 16:37:00","1983",0.669931213994038,0.0111786274423594
"2018-05-31 16:37:00","1988",0.664012518627963,0.0111275971905438
"2018-05-31 16:37:00","1989",0.665800196787741,0.0112452071582874
"2018-05-31 16:37:00","1999",0.6644737792801,0.0116599233425043
"2018-05-31 16:37:00","2008",0.654857641596165,0.0111695479062894
"2018-05-31 16:37:00","2015",0.648727726817514,0.0115720649653874
"2018-05-31 16:37:00","2024",0.675025846281591,0.0144500031599076
"2018-05-31 16:37:00","2031",0.678171702870046,0.011349787855248
"2018-05-31 16:37:00","2038",0.670815677692914,0.0114160613974361
"2018-05-31 16:37:00","2054",0.666820497284554,0.0112644102812965
"2018-05-31 16:37:00","2056",0.657426191399314,0.0113621364210471
"2018-05-31 16:37:00","2064",0.663445014650067,0.0111624566319296
"2018-05-31 16:37:00","2066",0.658224873281456,0.011218524305724
"2018-05-31 16:37:00","2078",0.664023445018993,0.0115013302607718
"2018-05-31 16:37:00","2082",0.655944245266985,0.0115408029609749
"2018-05-31 16:37:00","2088",0.656277562253864,0.0114533246936632
"2018-05-31 16:37:00","2101",0.670301345758575,0.0113690469371099
"2018-05-31 16:37:00","2103",0.660287251155745,0.0111800994707902
"2018-05-31 16:37:00","2107",0.646147047097099,0.0112709430562364
"2018-05-31 16:37:00","2109",0.66717163022337,0.0111411570478891
"2018-05-31 16:37:00","2135",0.663022871290344,0.011328777118503
"2018-05-31 16:37:00","2151",0.678700527271843,0.0112544940824319
"2018-05-31 16:37:00","2199",0.664633113296138,0.0113467357651659
"2018-05-31 16:37:00","2203",0.679595001559715,0.011141549817954
"2018-05-31 16:37:00","2206",0.669858470528905,0.0112348034029974
"2018-05-31 16:37:00","2214",0.651411390176223,0.0113171403726354
"2018-05-31 16:37:00","2231",0.658792981894978,0.01120656144734
"2018-05-31 16:37:00","2244",0.659992556866852,0.0110968363128991
"2018-05-31 16:37:00","2245",0.660290860529003,0.0112251741573212
"2018-05-31 16:37:00","2251",0.658205763437768,0.011354283872316
"2018-05-31 16:37:00","2257",0.667406063644453,0.0113612953480889
"2018-05-31 16:37:00","2260",0.66929610726637,0.0112497506781799
"2018-05-31 16:37:00","2261",0.669097699908444,0.0112901302101965
"2018-05-31 16:37:00","2265",0.669474709326284,0.0113222469932331
"2018-05-31 16:37:00","2301",0.668768639684478,0.0115748322979189
"2018-05-31 16:37:00","2318",0.66805650969107,0.0112507322840524
"2018-05-31 16:37:00","2326",0.670715318156584,0.0110872796219856
"2018-05-31 16:37:00","2329",0.661316445250161,0.0112043877454696
"2018-05-31 16:37:00","2355",0.661437039256905,0.011202962302445
"2018-05-31 16:37:00","2356",0.665285851365427,0.0111016640377617
"2018-05-31 16:37:00","2357",0.665861958730163,0.0112437794710632
"2018-05-31 16:37:00","2360",0.661573972862403,0.0113509944003933
"2018-05-31 16:37:00","2364",0.674166524156653,0.0113018666301956
"2018-05-31 16:37:00","2372",0.664808354246497,0.0113418264900547
"2018-05-31 16:37:00","2373",0.662607611282292,0.0111874003015798
"2018-05-31 16:37:00","2375",0.657391208930962,0.0115168743103794
"2018-05-31 16:37:00","2378",0.665259584628749,0.0112938953950883
"2018-05-31 16:37:00","2381",0.678158973720649,0.0112256023585034
"2018-05-31 16:37:00","2382",0.656882024270154,0.0116010853450822
"2018-05-31 16:37:00","2385",0.675381072347571,0.0112323227002544
"2018-05-31 16:37:00","2390",0.666663925969154,0.0110842720739676
"2018-05-31 16:37:00","2391",0.669470549886285,0.0113400013811411
"2018-05-31 16:37:00","2392",0.657596894436971,0.011409768120021
"2018-05-31 16:37:00","2393",0.661285374877607,0.011315112838688
"2018-05-31 16:37:00","2394",0.675823579756345,0.0113231388258833
"2018-05-31 16:37:00","2395",0.661298903938745,0.011115980728447
"2018-05-31 16:37:00","2396",0.664105112862665,0.0112783858321057
"2018-05-31 16:37:00","2399",0.666875458028587,0.0118242915161246
"2018-05-31 16:37:00","2400",0.663588885870569,0.0112624879262803
"2018-05-31 16:37:00","2405",0.658901660255461,0.0114596609105236
"2018-05-31 16:37:00","2406",0.660595381125543,0.0112343310472655
"2018-05-31 16:37:00","2436",0.670495927829072,0.0114124944351508
"2018-05-31 16:37:00","2440",0.655255934778911,0.011382670377978
"2018-05-31 16:37:00","2442",0.67510026034437,0.0112266942439525
"2018-05-31 16:37:00","2456",0.676629830172136,0.0112319889129483
"2018-05-31 16:37:00","2458",0.661816403258335,0.0112731695923197
"2018-05-31 16:37:00","2459",0.678306842401615,0.0115017640115082
"2018-05-31 16:37:00","2474",0.657634021470947,0.0113640700680232
"2018-05-31 16:37:00","2479",0.66292920504934,0.0113006513207918
"2018-05-31 16:37:00","249",0.67780381441224,0.0111945527971808
"2018-05-31 16:37:00","27",0.659143814101041,0.0114000787023318
"2018-05-31 16:37:00","32",0.66527052032683,0.0113975506130569
"2018-05-31 16:37:00","325",0.661503069779446,0.0115054452521995
"2018-05-31 16:37:00","332",0.642392442272336,0.0112854903128551
"2018-05-31 16:37:00","335",0.645005770100993,0.0113096181417914
"2018-05-31 16:37:00","340",0.653894260455926,0.0112714345909165
"2018-05-31 16:37:00","40703",0.671358154765631,0.0112555707539048
"2018-05-31 16:37:00","40710",0.663833314396689,0.0112866116172096
"2018-05-31 16:37:00","557",0.660300913922071,0.0113003892943044
"2018-05-31 16:37:00","567",0.651038905923681,0.0114123233367174
"2018-05-31 16:37:00","687",0.669833619466966,0.0112048145075819
"2018-05-31 16:37:00","712",0.651916304246122,0.0112743599763401
"2018-05-31 16:37:00","72",0.663667753715407,0.0112968140880991
"2018-05-31 16:37:00","736",0.657053621929275,0.0113059502562104
"2018-05-31 16:37:00","764",0.664997953714584,0.0115059540274975
"2018-05-31 16:37:00","768",0.661642460467913,0.0113202588916161
"2018-05-31 16:37:00","774",0.669479309469554,0.0113121423262212
"2018-05-31 16:37:00","784",0.622717613653523,0.0112886202434813
"2018-05-31 16:37:00","81",0.66614619046713,0.0114248112317959
"2018-05-31 16:37:00","816",0.646514110173473,0.0110603892332135
"2018-05-31 16:37:00","822",0.66800117893387,0.0111476399622309
"2018-05-31 16:37:00","826",0.667671910049662,0.0112550856262961
"2018-05-31 16:37:00","828",0.652120493710568,0.0111338948566757
"2018-05-31 16:37:00","837",0.670943415222282,0.0115775006820634
"2018-05-31 16:37:00","85",0.662851042592684,0.0112727386711102
"2018-05-31 16:37:00","88",0.644830584059973,0.0112032710270393
"2018-05-31 16:37:00","886",0.663029988619984,0.0112023835094607
"2018-05-31 16:37:00","890",0.659613656205011,0.011120370546203
"2018-05-31 16:37:00","92",0.660552466029982,0.0113058078548004
"2018-05-31 16:37:00","col",0.662705539607085,0.00755897813380332
"2018-05-31 16:37:00","ely",0.555205041768983,0.00905320743605333
"2018-05-31 16:37:00","evo1",0.630777278456109,0.00913797779602167
"2018-05-31 16:37:00","ler",0.673672995563962,0.0077669558342283
"2018-05-31 16:37:00","noCheck",0.647927563685409,0.00591508468236431
"2018-06-01 09:07:00","1",0.673564768170495,0.0118718329704284
"2018-06-01 09:07:00","1016",0.658185951782916,0.0117412303618412
"2018-06-01 09:07:00","1060",0.655841879290536,0.0120084821626331
"2018-06-01 09:07:00","1070",0.60943411630552,0.0116378131033897
"2018-06-01 09:07:00","1098",0.665801328682766,0.011700276964747
"2018-06-01 09:07:00","1135",0.653321881547549,0.0117582953256431
"2018-06-01 09:07:00","1147",0.66946436354809,0.01163437571719
"2018-06-01 09:07:00","1157",0.652461951340288,0.0116860454672727
"2018-06-01 09:07:00","1166",0.645699301318931,0.0117582477833868
"2018-06-01 09:07:00","1206",0.654486894707645,0.0116567398268728
"2018-06-01 09:07:00","1210",0.667625809987707,0.011717617656947
"2018-06-01 09:07:00","1212",0.664327523234645,0.0117285476931674
"2018-06-01 09:07:00","1214",0.656477517254503,0.0117855050068711
"2018-06-01 09:07:00","1217",0.633484337804443,0.0116567848908457
"2018-06-01 09:07:00","1220",0.661008942238791,0.0117745636321306
"2018-06-01 09:07:00","1222",0.653334278910965,0.0116572850931586
"2018-06-01 09:07:00","1223",0.640950890565516,0.0116811703716822
"2018-06-01 09:07:00","1224",0.662859821725582,0.011644700044225
"2018-06-01 09:07:00","1228",0.652689182343082,0.0117294659551817
"2018-06-01 09:07:00","1229",0.659025264073595,0.0115645522817188
"2018-06-01 09:07:00","1289",0.652444451109714,0.0117636457239202
"2018-06-01 09:07:00","1290",0.666486876310574,0.0123001319709082
"2018-06-01 09:07:00","1293",0.672862798365905,0.0117959499200878
"2018-06-01 09:07:00","1296",0.659740199056802,0.011692344525227
"2018-06-01 09:07:00","1302",0.651950176612447,0.0117285990867872
"2018-06-01 09:07:00","1304",0.668311934438763,0.0118919149693465
"2018-06-01 09:07:00","1308",0.661940160936813,0.0116764815778711
"2018-06-01 09:07:00","1313",0.655644165845942,0.0118313181411345
"2018-06-01 09:07:00","1333",0.665534788816855,0.0116618920413779
"2018-06-01 09:07:00","1335",0.65802409131374,0.0117026623151262
"2018-06-01 09:07:00","1341",0.660492784734231,0.0115800816704864
"2018-06-01 09:07:00","1361",0.658407326341641,0.0118298969238007
"2018-06-01 09:07:00","1363",0.671677240927679,0.0117394365927007
"2018-06-01 09:07:00","1364",0.66662666471253,0.0116608524881819
"2018-06-01 09:07:00","1366",0.653905773058181,0.0114685689244919
"2018-06-01 09:07:00","1378",0.662871286735132,0.0116905371006431
"2018-06-01 09:07:00","1382",0.645322969956468,0.0118213642435643
"2018-06-01 09:07:00","1395",0.656323456145176,0.0117342147282226
"2018-06-01 09:07:00","1396",0.665511223586624,0.0117175299790508
"2018-06-01 09:07:00","1400",0.649002522805131,0.0116289680997699
"2018-06-01 09:07:00","1434",0.663769960144528,0.0116500665861275
"2018-06-01 09:07:00","1459",0.662007521068895,0.0121177146765968
"2018-06-01 09:07:00","1463",0.660563988454512,0.0116553007547378
"2018-06-01 09:07:00","1466",0.658630472268818,0.0117909652585228
"2018-06-01 09:07:00","1467",0.673544710324183,0.0116818176072461
"2018-06-01 09:07:00","1470",0.667998352279153,0.0117524818540015
"2018-06-01 09:07:00","1473",0.663193753695634,0.0117645848647857
"2018-06-01 09:07:00","1476",0.650614324264141,0.011751269027557
"2018-06-01 09:07:00","1483",0.653210990703301,0.0117712205008235
"2018-06-01 09:07:00","1509",0.655165579824757,0.0115816336719615
"2018-06-01 09:07:00","1512",0.655375665538977,0.0119987587638439
"2018-06-01 09:07:00","1536",0.662139629367601,0.0116385804080268
"2018-06-01 09:07:00","1551",0.663152677318128,0.0115944491275578
"2018-06-01 09:07:00","1587",0.662601045898293,0.0116757613108363
"2018-06-01 09:07:00","1594",0.650634857741394,0.0117180602724163
"2018-06-01 09:07:00","1612",0.606965128996748,0.0118684320486105
"2018-06-01 09:07:00","1630",0.660793592825023,0.0118896300845816
"2018-06-01 09:07:00","1637",0.65948067393852,0.0117242728753223
"2018-06-01 09:07:00","1657",0.662312667411502,0.011685136037034
"2018-06-01 09:07:00","1658",0.669923468080497,0.0116895711208358
"2018-06-01 09:07:00","1672",0.662494748490573,0.0117760824757048
"2018-06-01 09:07:00","1675",0.666301257518382,0.0116137922442618
"2018-06-01 09:07:00","1683",0.67058278606999,0.011984138194113
"2018-06-01 09:07:00","1687",0.663262369503367,0.0117941020459297
"2018-06-01 09:07:00","1689",0.66279250781316,0.0117518484725578
"2018-06-01 09:07:00","1692",0.663504982811071,0.0117199615192933
"2018-06-01 09:07:00","1696",0.650820831588109,0.0118082361736611
"2018-06-01 09:07:00","1704",0.64357272445215,0.0119685027771414
"2018-06-01 09:07:00","1716",0.656839525878055,0.0118111369066037
"2018-06-01 09:07:00","1724",0.655979914171526,0.0119046367679305
"2018-06-01 09:07:00","1726",0.662231121577487,0.0119706668282795
"2018-06-01 09:07:00","1728",0.658884326354099,0.0116804473778262
"2018-06-01 09:07:00","1774",0.669574405919575,0.0116849314418722
"2018-06-01 09:07:00","1775",0.670306696296617,0.0117231714672414
"2018-06-01 09:07:00","1780",0.665331157958123,0.0117919425706316
"2018-06-01 09:07:00","18",0.66325694702884,0.0118535985907653
"2018-06-01 09:07:00","1824",0.651955586939146,0.0118655372217201
"2018-06-01 09:07:00","1827",0.637003760686126,0.0116676300326285
"2018-06-01 09:07:00","184",0.660390539485222,0.0118201077922936
"2018-06-01 09:07:00","1845",0.661566046003439,0.0116110702958904
"2018-06-01 09:07:00","1869",0.660787436641504,0.0117945648074112
"2018-06-01 09:07:00","1931",0.64841418825334,0.0118863271895095
"2018-06-01 09:07:00","1940",0.654911528547758,0.011817420020033
"2018-06-01 09:07:00","1942",0.667760160611282,0.0116214206091754
"2018-06-01 09:07:00","1947",0.671997694547201,0.0117720809461358
"2018-06-01 09:07:00","1959",0.67008827269225,0.011505313616649
"2018-06-01 09:07:00","1961",0.654755079304169,0.011729302089842
"2018-06-01 09:07:00","1962",0.649250587031566,0.0117161140488242
"2018-06-01 09:07:00","1964",0.663942765836855,0.011768322893819
"2018-06-01 09:07:00","1968",0.64627141946934,0.0116162299634701
"2018-06-01 09:07:00","1970",0.661232937569788,0.0117671397464541
"2018-06-01 09:07:00","1977",0.650785979705165,0.0116702109438641
"2018-06-01 09:07:00","1979",0.645364122196777,0.0117622424159234
"2018-06-01 09:07:00","1983",0.661459125977253,0.0116270840681303
"2018-06-01 09:07:00","1988",0.65689601914924,0.0115883784118766
"2018-06-01 09:07:00","1989",0.667619656629262,0.0117008888326905
"2018-06-01 09:07:00","1999",0.651170473845122,0.0120671812887759
"2018-06-01 09:07:00","2008",0.674950953322525,0.0116214122465883
"2018-06-01 09:07:00","2015",0.669519967244539,0.0119955081727941
"2018-06-01 09:07:00","2031",0.666677706194201,0.0118068812024752
"2018-06-01 09:07:00","2038",0.674347385931288,0.0118727798751227
"2018-06-01 09:07:00","2054",0.661197851667189,0.0119843346203829
"2018-06-01 09:07:00","2056",0.665569871153722,0.0118141916111626
"2018-06-01 09:07:00","2064",0.653214580369108,0.0116322020098763
"2018-06-01 09:07:00","2066",0.664892572342541,0.0116608423895574
"2018-06-01 09:07:00","2078",0.65684889702007,0.0119048519092689
"2018-06-01 09:07:00","2082",0.64823911489678,0.0119743814936626
"2018-06-01 09:07:00","2088",0.653854796193346,0.0119058352101089
"2018-06-01 09:07:00","2101",0.669319494887614,0.0118078543430039
"2018-06-01 09:07:00","2103",0.656944752762946,0.0119624346876425
"2018-06-01 09:07:00","2107",0.654098020000154,0.0117112013698204
"2018-06-01 09:07:00","2109",0.66426752997917,0.011601916946113
"2018-06-01 09:07:00","2135",0.660573801072404,0.0121020370532438
"2018-06-01 09:07:00","2151",0.669364890452313,0.011710094335991
"2018-06-01 09:07:00","2199",0.665584057404567,0.0118003924439047
"2018-06-01 09:07:00","2203",0.668169682526284,0.0115958610517444
"2018-06-01 09:07:00","2206",0.654131765149886,0.0116754081463327
"2018-06-01 09:07:00","2214",0.653916472560749,0.0120151946212397
"2018-06-01 09:07:00","2231",0.648425391435614,0.0116472077371853
"2018-06-01 09:07:00","2244",0.664102557585935,0.0115619750034036
"2018-06-01 09:07:00","2245",0.661977986380924,0.0116913575305829
"2018-06-01 09:07:00","2251",0.646060196747446,0.0118034974632957
"2018-06-01 09:07:00","2257",0.659785321074473,0.011797395698122
"2018-06-01 09:07:00","2260",0.657332905595735,0.0117142715068515
"2018-06-01 09:07:00","2261",0.667784496444569,0.0117364132503736
"2018-06-01 09:07:00","2265",0.667361994333299,0.0117573287733963
"2018-06-01 09:07:00","2301",0.652126666722479,0.0119995404003253
"2018-06-01 09:07:00","2318",0.653636246049424,0.0119811731666976
"2018-06-01 09:07:00","2326",0.651397866831924,0.0115409590516301
"2018-06-01 09:07:00","2329",0.661295569612243,0.011669537686374
"2018-06-01 09:07:00","2355",0.648097728001074,0.0116435374842583
"2018-06-01 09:07:00","2356",0.648204901050799,0.0115710682482146
"2018-06-01 09:07:00","2357",0.659989125129702,0.0117055882190122
"2018-06-01 09:07:00","2360",0.660928599385002,0.0117791366124966
"2018-06-01 09:07:00","2364",0.6590138434325,0.0117429349321878
"2018-06-01 09:07:00","2372",0.670681156642262,0.011778050970482
"2018-06-01 09:07:00","2373",0.65405810453931,0.0116445196644243
"2018-06-01 09:07:00","2375",0.676984264507259,0.0117271884317464
"2018-06-01 09:07:00","2378",0.670278431793865,0.011734412820383
"2018-06-01 09:07:00","2381",0.657920086191402,0.0119305492122882
"2018-06-01 09:07:00","2382",0.65630324738692,0.0123813439791271
"2018-06-01 09:07:00","2385",0.66366877725263,0.011709522745888
"2018-06-01 09:07:00","2390",0.665447714271737,0.0115565925721744
"2018-06-01 09:07:00","2391",0.653998621774885,0.011791205519409
"2018-06-01 09:07:00","2392",0.650006881149857,0.0118613587137321
"2018-06-01 09:07:00","2393",0.658942141183646,0.0117638370816512
"2018-06-01 09:07:00","2394",0.671788129916661,0.0118016629204961
"2018-06-01 09:07:00","2395",0.656463996484983,0.0115853049662248
"2018-06-01 09:07:00","2396",0.642497524727152,0.0117216201248198
"2018-06-01 09:07:00","2399",0.662646000647755,0.012135437914449
"2018-06-01 09:07:00","2400",0.663024734208887,0.0119692597759826
"2018-06-01 09:07:00","2405",0.652535645018753,0.0119225638990171
"2018-06-01 09:07:00","2406",0.657237985541499,0.0116886675762517
"2018-06-01 09:07:00","2436",0.668730661268028,0.0118758516340543
"2018-06-01 09:07:00","2440",0.652368301012083,0.011829869867124
"2018-06-01 09:07:00","2442",0.648294695958427,0.0116897687438668
"2018-06-01 09:07:00","2456",0.667658986000974,0.0117185818891693
"2018-06-01 09:07:00","2458",0.660226407303979,0.0117329436964124
"2018-06-01 09:07:00","2459",0.660458792942492,0.0119442955455406
"2018-06-01 09:07:00","2474",0.65786422245214,0.0118218620682446
"2018-06-01 09:07:00","2479",0.656374229474906,0.0117472087111598
"2018-06-01 09:07:00","249",0.666873682657688,0.0116506735478949
"2018-06-01 09:07:00","27",0.665674830612294,0.0118398583559064
"2018-06-01 09:07:00","32",0.669915775538614,0.0118260056877168
"2018-06-01 09:07:00","325",0.664716232450032,0.0122013716216142
"2018-06-01 09:07:00","332",0.638591828428575,0.0117507786581313
"2018-06-01 09:07:00","335",0.655720381984061,0.0117667185930437
"2018-06-01 09:07:00","340",0.663511704062951,0.0117302816547066
"2018-06-01 09:07:00","40703",0.659351710814063,0.0116917049416587
"2018-06-01 09:07:00","40710",0.653429692672713,0.0119716017978653
"2018-06-01 09:07:00","557",0.656395439969709,0.0117620596373312
"2018-06-01 09:07:00","567",0.659958683523486,0.0118683439788687
"2018-06-01 09:07:00","687",0.658156237452394,0.0119035211629495
"2018-06-01 09:07:00","712",0.652639029588889,0.011748890703353
"2018-06-01 09:07:00","72",0.656360580319304,0.0117566476759959
"2018-06-01 09:07:00","736",0.636876460558995,0.0117607443811676
"2018-06-01 09:07:00","764",0.64446547978993,0.011928811941168
"2018-06-01 09:07:00","768",0.659317909387657,0.0117660554452267
"2018-06-01 09:07:00","774",0.658442296920492,0.0117676162064587
"2018-06-01 09:07:00","784",0.643954384331944,0.012009757134718
"2018-06-01 09:07:00","81",0.667902593415652,0.011865970290221
"2018-06-01 09:07:00","816",0.644673249038073,0.0115326267053441
"2018-06-01 09:07:00","822",0.668793730032168,0.0115960513572279
"2018-06-01 09:07:00","826",0.659642954081124,0.0116837134939612
"2018-06-01 09:07:00","828",0.647445656429925,0.0115803430812674
"2018-06-01 09:07:00","837",0.653744777828059,0.01199718312978
"2018-06-01 09:07:00","85",0.661158186685648,0.0117285741380625
"2018-06-01 09:07:00","88",0.647298934720905,0.0119300528324721
"2018-06-01 09:07:00","886",0.662196727146969,0.0116864711574831
"2018-06-01 09:07:00","890",0.662362200323346,0.0115866034955104
"2018-06-01 09:07:00","92",0.66446457880519,0.0117617378496707
"2018-06-01 09:07:00","col",0.65847260141103,0.00821743777244975
"2018-06-01 09:07:00","ely",0.580609560386323,0.00971375098162878
"2018-06-01 09:07:00","evo1",0.665554876428509,0.00997031108425809
"2018-06-01 09:07:00","ler",0.669521381695349,0.00841243037499759
"2018-06-01 09:07:00","noCheck",0.65913437599689,0.0065554011642087
