"timePoint","genotype","predicted.values","standard.errors"
2017-04-13,"WD_GenoA1",0.00275433536665627,0.000180595027042159
2017-04-13,"WD_GenoA10",0.00312358364995857,0.000179616122294337
2017-04-13,"WD_GenoA11",0.00235224284479236,0.000180927830330861
2017-04-13,"WD_GenoA12",0.00231761406030166,0.000180005065842895
2017-04-13,"WD_GenoA13",0.00283568989432235,0.000198494260736928
2017-04-13,"WD_GenoA14",0.00266852665283799,0.000180117405294941
2017-04-13,"WD_GenoA15",0.00299991567637867,0.000180990096585764
2017-04-13,"WD_GenoA16",0.0026422302856555,0.000179770873094048
2017-04-13,"WD_GenoA17",0.00129170487614692,0.000199666757022941
2017-04-13,"WD_GenoA18",0.00253049265184926,0.00019912255817331
2017-04-13,"WD_GenoA19",0.00364415488562842,0.000180263121262951
2017-04-13,"WD_GenoA2",0.0027754533310985,0.00018031667727408
2017-04-13,"WD_GenoA20",0.00254171620444971,0.000180182393128031
2017-04-13,"WD_GenoA21",0.00348192130376929,0.000179909051978139
2017-04-13,"WD_GenoA22",0.00281909515745096,0.000179758496815956
2017-04-13,"WD_GenoA23",0.00316657593049063,0.000180594999555949
2017-04-13,"WD_GenoA24",0.0029844587387319,0.000180290225491334
2017-04-13,"WD_GenoA25",0.00198023700441554,0.000180225297270385
2017-04-13,"WD_GenoA26",0.00317761682079587,0.00018008880606721
2017-04-13,"WD_GenoA27",0.00176189589773472,0.000180151497431614
2017-04-13,"WD_GenoA28",0.00279051314139754,0.000180691216324629
2017-04-13,"WD_GenoA29",0.00245291085324677,0.000180161644740039
2017-04-13,"WD_GenoA3",0.00256595345833536,0.000180093449918086
2017-04-13,"WD_GenoA30",0.0029030083510697,0.000180063944674658
2017-04-13,"WD_GenoA31",0.00423417712269307,0.00018067978386734
2017-04-13,"WD_GenoA32",0.00309837130699123,0.000180404136004328
2017-04-13,"WD_GenoA33",0.00307855863915868,0.000180108542741102
2017-04-13,"WD_GenoA34",0.00249514591153495,0.000180317423279913
2017-04-13,"WD_GenoA35",0.00209230726915003,0.000179927741638737
2017-04-13,"WD_GenoA36",0.000747201554460476,0.00018038621386055
2017-04-13,"WD_GenoA37",0.00236054599239822,0.000179980881101042
2017-04-13,"WD_GenoA38",0.00231875900580828,0.000180340956723986
2017-04-13,"WD_GenoA39",0.00234079505053006,0.000180059051975881
2017-04-13,"WD_GenoA4",0.00183420789868985,0.000179909968647354
2017-04-13,"WD_GenoA40",0.00240497121315582,0.000199471165779467
2017-04-13,"WD_GenoA41",0.00243450249554915,0.00018004157961687
2017-04-13,"WD_GenoA42",0.00273353144852664,0.000179654358238715
2017-04-13,"WD_GenoA43",0.0021444498853654,0.000198377565425325
2017-04-13,"WD_GenoA44",0.0028729070631839,0.000180463084364659
2017-04-13,"WD_GenoA45",0.00224961514689475,0.000181240970158387
2017-04-13,"WD_GenoA46",0.00285911820235432,0.000198555635752414
2017-04-13,"WD_GenoA47",0.00299645874909684,0.000181348834173822
2017-04-13,"WD_GenoA48",0.00308328192438629,0.000180348960682889
2017-04-13,"WD_GenoA49",0.0028654508600088,0.00019879278814644
2017-04-13,"WD_GenoA5",0.00261744774275903,0.000180053376536435
2017-04-13,"WD_GenoA50",0.0029823555018288,0.000180078030742682
2017-04-13,"WD_GenoA51",0.00303156976800033,0.000180159997046331
2017-04-13,"WD_GenoA52",0.00249688101966214,0.000180146069880234
2017-04-13,"WD_GenoA53",0.00265682684736596,0.000179700819884002
2017-04-13,"WD_GenoA54",0.00251934309892936,0.000181302948164168
2017-04-13,"WD_GenoA55",0.00199503026693188,0.000180285649912259
2017-04-13,"WD_GenoA56",0.00312268453535284,0.000179791518743203
2017-04-13,"WD_GenoA57",0.00197650859819372,0.000180160542421028
2017-04-13,"WD_GenoA58",0.00280090595266951,0.000181016628551596
2017-04-13,"WD_GenoA59",0.00295032905624398,0.000179896834509603
2017-04-13,"WD_GenoA6",0.00277651695458003,0.00018015412130069
2017-04-13,"WD_GenoA60",0.00279515323583738,0.00019823042698989
2017-04-13,"WD_GenoA7",0.00329079316054305,0.000179844664785154
2017-04-13,"WD_GenoA8",0.00352777092246819,0.000180083068413843
2017-04-13,"WD_GenoA9",0.00272642667590231,0.000180631214948562
2017-04-13,"WD_GenoB1",0.00230619421706378,0.000221755595047576
2017-04-13,"WD_GenoB10",0.00226824948382941,0.000221363332423372
2017-04-13,"WD_GenoB11",0.00237942900080306,0.000220885754511849
2017-04-13,"WD_GenoB12",0.00254340672196558,0.000220827911737991
2017-04-13,"WD_GenoB13",0.00261181156407621,0.000221012905303957
2017-04-13,"WD_GenoB14",0.0025112203691302,0.000221130640709387
2017-04-13,"WD_GenoB15",0.00244751338948992,0.000220891162731949
2017-04-13,"WD_GenoB16",0.00234175704043384,0.000221174760911601
2017-04-13,"WD_GenoB17",0.0025844742181904,0.000221355806429781
2017-04-13,"WD_GenoB18",0.00232176778011002,0.000221362395755767
2017-04-13,"WD_GenoB19",0.00242400298898747,0.000220751883772969
2017-04-13,"WD_GenoB2",0.00232273857528003,0.000220825640184552
2017-04-13,"WD_GenoB20",0.00183127449118712,0.000220924871981881
2017-04-13,"WD_GenoB21",0.00249165983589795,0.000220783735914662
