"newTrait","genotype","time","Sowing_Block","Image_pos","colNum","rowNum","colId","rowId","plotId","timePoint"
0.63134631658602,"712",1,"6","3a",22,14,"22","14","c22r14",2018-05-31 16:37:00
0.664945373469646,"1728",1,"6","3b",23,14,"23","14","c23r14",2018-05-31 16:37:00
0.715014161933026,"1289",1,"6","3c",24,14,"24","14","c24r14",2018-05-31 16:37:00
0.675463014454514,"1224",1,"1","3c",3,14,"3","14","c3r14",2018-05-31 16:37:00
0.636505199613517,"col",1,"1","3a",4,14,"4","14","c4r14",2018-05-31 16:37:00
0.661698924422878,"40703",1,"1","3b",5,14,"5","14","c5r14",2018-05-31 16:37:00
0.634257795009564,"1696",1,"1","3c",6,14,"6","14","c6r14",2018-05-31 16:37:00
0.648474020943191,"822",1,"1","3a",7,14,"7","14","c7r14",2018-05-31 16:37:00
0.65959069842174,"1988",1,"1","3b",8,14,"8","14","c8r14",2018-05-31 16:37:00
0.651131203984364,"2373",1,"1","3c",9,14,"9","14","c9r14",2018-05-31 16:37:00
0.65965537391665,"826",1,"1","2a",1,15,"1","15","c1r15",2018-05-31 16:37:00
0.670843017737948,"1364",1,"1","2a",10,15,"10","15","c10r15",2018-05-31 16:37:00
0.681456787198536,"2066",1,"1","2b",11,15,"11","15","c11r15",2018-05-31 16:37:00
0.604822940427783,"2231",1,"1","2c",12,15,"12","15","c12r15",2018-05-31 16:37:00
0.657524607201528,"ler",1,"6","2a",13,15,"13","15","c13r15",2018-05-31 16:37:00
0.623939781530117,"1217",1,"6","2b",14,15,"14","15","c14r15",2018-05-31 16:37:00
0.692364216088143,"ler",1,"6","2c",15,15,"15","15","c15r15",2018-05-31 16:37:00
0.628936763693005,"2393",1,"6","2a",16,15,"16","15","c16r15",2018-05-31 16:37:00
0.62222582271127,"1229",1,"6","2b",17,15,"17","15","c17r15",2018-05-31 16:37:00
0.608846746556338,"1098",1,"6","2c",18,15,"18","15","c18r15",2018-05-31 16:37:00
0.565044681633352,"1070",1,"6","2a",19,15,"19","15","c19r15",2018-05-31 16:37:00
0.552328093053631,"1070",1,"1","2b",2,15,"2","15","c2r15",2018-05-31 16:37:00
0.668234982874496,"1940",1,"6","2b",20,15,"20","15","c20r15",2018-05-31 16:37:00
0.654662535821236,"826",1,"6","2c",21,15,"21","15","c21r15",2018-05-31 16:37:00
0.669198634885085,"2356",1,"6","2a",22,15,"22","15","c22r15",2018-05-31 16:37:00
0.658130591629269,"ler",1,"6","2b",23,15,"23","15","c23r15",2018-05-31 16:37:00
0.723552668819822,"col",1,"6","2c",24,15,"24","15","c24r15",2018-05-31 16:37:00
0.626067394630099,"1959",1,"1","2c",3,15,"3","15","c3r15",2018-05-31 16:37:00
0.656470163516743,"1594",1,"1","2a",4,15,"4","15","c4r15",2018-05-31 16:37:00
0.676909711454817,"2261",1,"1","2b",5,15,"5","15","c5r15",2018-05-31 16:37:00
0.672734097306,"1223",1,"1","2c",6,15,"6","15","c6r15",2018-05-31 16:37:00
0.63731249090209,"2355",1,"1","2a",7,15,"7","15","c7r15",2018-05-31 16:37:00
0.67867908556924,"2442",1,"1","2b",8,15,"8","15","c8r15",2018-05-31 16:37:00
0.559493169877731,"ely",1,"1","2c",9,15,"9","15","c9r15",2018-05-31 16:37:00
0.642360057413878,"2399",1,"2","1a",1,16,"1","16","c1r16",2018-05-31 16:37:00
0.675221087657997,"2356",1,"2","1a",10,16,"10","16","c10r16",2018-05-31 16:37:00
0.657712041830627,"2474",1,"2","1b",11,16,"11","16","c11r16",2018-05-31 16:37:00
0.689012382748838,"2101",1,"2","1c",12,16,"12","16","c12r16",2018-05-31 16:37:00
0.662919793219759,"1657",1,"5","1a",13,16,"13","16","c13r16",2018-05-31 16:37:00
0.683224900054723,"1135",1,"5","1b",14,16,"14","16","c14r16",2018-05-31 16:37:00
0.672600765040965,"1302",1,"5","1c",15,16,"15","16","c15r16",2018-05-31 16:37:00
0.620313684581517,"687",1,"5","1a",16,16,"16","16","c16r16",2018-05-31 16:37:00
