"timeNumber","timePoint","Biomass_Estimated_corr","Biomass_Estimated","genotype","geno.decomp","colId","rowId","plotId"
7,2017-04-19,NA,NA,"GenoA43","WD_Panel1","13","37","c13r37"
7,2017-04-19,NA,NA,"GenoA2","WW_Panel1","14","37","c14r37"
7,2017-04-19,1.50069866710388,0.678186924369545,"GenoA1","WW_Panel1","2","37","c2r37"
7,2017-04-19,NA,NA,"GenoA32","WW_Panel1","23","37","c23r37"
7,2017-04-19,3.28560789692271,4.07272389813877,"GenoA23","WD_Panel1","24","37","c24r37"
7,2017-04-19,3.75997452974103,4.47340964289036,"GenoA44","WW_Panel1","25","37","c25r37"
7,2017-04-19,NA,NA,"GenoA43","WW_Panel1","26","37","c26r37"
7,2017-04-19,2.2514471673581,2.61304240622609,"GenoB10","WW_Panel2","27","37","c27r37"
7,2017-04-19,NA,NA,"GenoA29","WD_Panel1","28","37","c28r37"
7,2017-04-19,NA,NA,"GenoA38","WW_Panel1","3","37","c3r37"
7,2017-04-19,0.523197450945899,0.120312672786634,"GenoA20","WD_Panel1","4","37","c4r37"
7,2017-04-19,1.74377313687489,1.42630490476763,"GenoA49","WW_Panel1","5","37","c5r37"
7,2017-04-19,NA,NA,"GenoA36","WW_Panel1","6","37","c6r37"
7,2017-04-19,NA,NA,"GenoB22","WW_Panel2","7","37","c7r37"
7,2017-04-19,NA,NA,"GenoA55","WD_Panel1","8","37","c8r37"
7,2017-04-19,NA,NA,"GenoB17","WD_Panel2","9","37","c9r37"
7,2017-04-19,1.29558411091415,0.877874095673705,"GenoA20","WD_Panel1","8","3","c8r3"
7,2017-04-19,2.76120782448476,1.55878181107795,"GenoA52","WD_Panel1","1","38","c1r38"
7,2017-04-19,NA,NA,"GenoA42","WW_Panel1","10","38","c10r38"
7,2017-04-19,NA,NA,"GenoA32","WW_Panel1","11","38","c11r38"
7,2017-04-19,2.29770128363321,1.30324218201254,"GenoA9","WD_Panel1","12","38","c12r38"
7,2017-04-19,NA,NA,"GenoA37","WD_Panel1","13","38","c13r38"
7,2017-04-19,1.55613131374075,0.240250696802438,"GenoA15","WW_Panel1","14","38","c14r38"
7,2017-04-19,NA,NA,"GenoA24","WW_Panel1","2","38","c2r38"
7,2017-04-19,2.44866222934584,2.74976264711067,"GenoA10","WW_Panel1","23","38","c23r38"
7,2017-04-19,NA,NA,"GenoA57","WD_Panel1","24","38","c24r38"
7,2017-04-19,NA,NA,"GenoA11","WW_Panel1","25","38","c25r38"
7,2017-04-19,2.99805463581021,3.73688647028832,"GenoA28","WW_Panel1","26","38","c26r38"
7,2017-04-19,0.218741248740131,0.538248377272825,"GenoB26","WW_Panel2","27","38","c27r38"
7,2017-04-19,2.78863991232017,2.84563565904807,"GenoA28","WD_Panel1","28","38","c28r38"
7,2017-04-19,1.22795298186994,0.612451065122699,"GenoA5","WW_Panel1","3","38","c3r38"
7,2017-04-19,0.507821201557065,0.103239151811497,"GenoA14","WD_Panel1","4","38","c4r38"
7,2017-04-19,2.00023995223272,1.67818775177867,"GenoA12","WW_Panel1","5","38","c5r38"
7,2017-04-19,2.16535911481442,1.83507106684516,"GenoA10","WW_Panel1","6","38","c6r38"
7,2017-04-19,0.83024295307953,0.513786424519847,"GenoB14","WW_Panel2","7","38","c7r38"
7,2017-04-19,NA,NA,"GenoA22","WD_Panel1","8","38","c8r38"
7,2017-04-19,3.00775131463763,2.56828416048604,"GenoB12","WD_Panel2","9","38","c9r38"
7,2017-04-19,NA,NA,"GenoB12","WW_Panel2","9","3","c9r3"
7,2017-04-19,NA,NA,"GenoA17","WD_Panel1","1","39","c1r39"
7,2017-04-19,NA,NA,"GenoA45","WW_Panel1","10","39","c10r39"
7,2017-04-19,3.73806233376914,2.87925642344999,"GenoA56","WW_Panel1","11","39","c11r39"
7,2017-04-19,NA,NA,"GenoA25","WD_Panel1","12","39","c12r39"
7,2017-04-19,NA,NA,"GenoA28","WD_Panel1","13","39","c13r39"
7,2017-04-19,NA,NA,"GenoA13","WW_Panel1","14","39","c14r39"
7,2017-04-19,NA,NA,"GenoA30","WW_Panel1","2","39","c2r39"
7,2017-04-19,0.8701081679219,1.13933383624666,"GenoA28","WW_Panel1","23","39","c23r39"
7,2017-04-19,-0.0520306648133171,0.658106775960698,"GenoA26","WD_Panel1","24","39","c24r39"
7,2017-04-19,-0.274803475231756,0.361724353836502,"GenoA49","WW_Panel1","25","39","c25r39"
7,2017-04-19,NA,NA,"GenoA45","WW_Panel1","26","39","c26r39"
7,2017-04-19,NA,NA,"GenoB17","WW_Panel2","27","39","c27r39"
7,2017-04-19,NA,NA,"GenoA36","WD_Panel1","28","39","c28r39"
7,2017-04-19,NA,NA,"GenoA42","WW_Panel1","3","39","c3r39"
7,2017-04-19,2.06111316278651,1.65419729771895,"GenoA5","WD_Panel1","4","39","c4r39"
7,2017-04-19,2.67186489895847,2.34275895231308,"GenoA59","WW_Panel1","5","39","c5r39"
7,2017-04-19,4.54206365161031,4.20103614097769,"GenoA47","WW_Panel1","6","39","c6r39"
7,2017-04-19,3.99491700159116,3.66519256130093,"GenoB6","WW_Panel2","7","39","c7r39"
7,2017-04-19,NA,NA,"GenoA21","WD_Panel1","8","39","c8r39"
7,2017-04-19,0.575684383906888,0.120270980341849,"GenoB2","WD_Panel2","9","39","c9r39"
7,2017-04-19,1.90940123138965,0.746903817545269,"GenoA35","WD_Panel1","1","40","c1r40"
7,2017-04-19,1.72277711140589,1.06187410686188,"GenoA18","WW_Panel1","10","40","c10r40"
7,2017-04-19,NA,NA,"GenoA7","WW_Panel1","11","40","c11r40"
7,2017-04-19,NA,NA,"GenoA34","WD_Panel1","12","40","c12r40"
7,2017-04-19,NA,NA,"GenoA9","WD_Panel1","13","40","c13r40"
7,2017-04-19,NA,NA,"GenoA49","WW_Panel1","14","40","c14r40"
7,2017-04-19,1.34478793601582,0.552087769643682,"GenoA55","WW_Panel1","2","40","c2r40"
7,2017-04-19,NA,NA,"GenoA24","WW_Panel1","23","40","c23r40"
7,2017-04-19,0.252722237627046,0.943808219905038,"GenoA53","WD_Panel1","24","40","c24r40"
7,2017-04-19,NA,NA,"GenoA9","WW_Panel1","25","40","c25r40"
7,2017-04-19,0.891999895151499,1.57666110237009,"GenoA40","WW_Panel1","26","40","c26r40"
7,2017-04-19,1.46152775246485,1.72468494047224,"GenoB15","WW_Panel2","27","40","c27r40"
7,2017-04-19,0.528357727347456,0.528475238632134,"GenoA12","WD_Panel1","28","40","c28r40"
7,2017-04-19,0.792951838554235,0.186749842818962,"GenoA11","WW_Panel1","3","40","c3r40"
7,2017-04-19,NA,NA,"GenoA58","WD_Panel1","4","40","c4r40"
7,2017-04-19,1.90587895079793,1.56912570063355,"GenoA3","WW_Panel1","5","40","c5r40"
7,2017-04-19,1.39169792939482,1.03800900207204,"GenoA41","WW_Panel1","6","40","c6r40"
7,2017-04-19,NA,NA,"GenoB11","WW_Panel2","7","40","c7r40"
7,2017-04-19,0.699170727211777,0.204890674840362,"GenoA4","WD_Panel1","8","40","c8r40"
7,2017-04-19,NA,NA,"GenoB15","WD_Panel2","9","40","c9r40"
7,2017-04-19,-0.0191978739655592,0.174318110824622,"GenoA12","WD_Panel1","1","4","c1r4"
7,2017-04-19,NA,NA,"GenoA38","WW_Panel1","10","4","c10r4"
7,2017-04-19,NA,NA,"GenoA59","WW_Panel1","11","4","c11r4"
7,2017-04-19,NA,NA,"GenoA34","WD_Panel1","1","41","c1r41"
7,2017-04-19,1.20121605508181,0.519569182409845,"GenoA39","WW_Panel1","10","41","c10r41"
7,2017-04-19,NA,NA,"GenoA5","WW_Panel1","11","41","c11r41"
7,2017-04-19,1.33979109031809,0.285059147173847,"GenoA5","WD_Panel1","12","41","c12r41"
7,2017-04-19,2.38513709206102,1.14508536875024,"GenoA23","WD_Panel1","13","41","c13r41"
7,2017-04-19,1.78088483193839,0.404394015372196,"GenoA3","WW_Panel1","14","41","c14r41"
7,2017-04-19,NA,NA,"GenoA42","WD_Panel1","12","4","c12r4"
7,2017-04-19,NA,NA,"GenoA5","WW_Panel1","2","41","c2r41"
7,2017-04-19,NA,NA,"GenoA25","WW_Panel1","23","41","c23r41"
7,2017-04-19,3.35204812927998,4.03948348760087,"GenoA52","WD_Panel1","24","41","c24r41"
7,2017-04-19,2.48845071332945,3.10002239937476,"GenoA26","WW_Panel1","25","41","c25r41"
7,2017-04-19,0.563229926812007,1.24053606665157,"GenoA21","WW_Panel1","26","41","c26r41"
7,2017-04-19,NA,NA,"GenoB24","WW_Panel2","27","41","c27r41"
7,2017-04-19,NA,NA,"GenoA7","WD_Panel1","28","41","c28r41"
7,2017-04-19,NA,NA,"GenoA54","WD_Panel1","13","4","c13r4"
7,2017-04-19,NA,NA,"GenoA40","WW_Panel1","3","41","c3r41"
7,2017-04-19,NA,NA,"GenoA56","WW_Panel1","14","4","c14r4"
7,2017-04-19,3.13059424617953,2.72502917398148,"GenoA51","WD_Panel1","4","41","c4r41"
7,2017-04-19,3.14894905486987,2.80720269114141,"GenoA29","WW_Panel1","5","41","c5r41"
7,2017-04-19,0.964851072484356,0.600035381076782,"GenoA45","WW_Panel1","6","41","c6r41"
7,2017-04-19,NA,NA,"GenoB30","WW_Panel2","7","41","c7r41"
7,2017-04-19,1.95501371577822,1.44238866969813,"GenoA5","WD_Panel1","8","41","c8r41"
7,2017-04-19,3.28727957686121,2.79202069177705,"GenoB30","WD_Panel2","9","41","c9r41"
7,2017-04-19,3.1681062433694,3.49620208512516,"GenoA47","WW_Panel1","2","4","c2r4"
7,2017-04-19,NA,NA,"GenoA5","WD_Panel1","1","42","c1r42"
7,2017-04-19,NA,NA,"GenoA3","WW_Panel1","10","42","c10r42"
7,2017-04-19,1.98457364817882,1.06091733224827,"GenoA30","WW_Panel1","11","42","c11r42"
7,2017-04-19,NA,NA,"GenoA38","WD_Panel1","12","42","c12r42"
7,2017-04-19,6.29642902116824,5.03583064759426,"GenoA48","WD_Panel1","13","42","c13r42"
7,2017-04-19,2.04383148735308,0.648928035989264,"GenoA60","WW_Panel1","14","42","c14r42"
7,2017-04-19,2.43316569436275,1.68675872245009,"GenoA3","WW_Panel1","2","42","c2r42"
7,2017-04-19,1.58866468404151,1.84108799713956,"GenoA4","WW_Panel1","23","42","c23r42"
7,2017-04-19,NA,NA,"GenoA27","WD_Panel1","24","42","c24r42"
7,2017-04-19,-0.21267451253252,0.401011492834298,"GenoA29","WW_Panel1","25","42","c25r42"
7,2017-04-19,NA,NA,"GenoA60","WW_Panel1","26","42","c26r42"
7,2017-04-19,1.00463007946969,1.25084958655784,"GenoB9","WW_Panel2","27","42","c27r42"
7,2017-04-19,1.34275621390321,1.31710451663306,"GenoA49","WD_Panel1","28","42","c28r42"
7,2017-04-19,4.58045653343027,6.36920679997726,"GenoA51","WW_Panel1","23","4","c23r4"
7,2017-04-19,NA,NA,"GenoA53","WW_Panel1","3","42","c3r42"
7,2017-04-19,6.12878774592138,8.45798875050166,"GenoA44","WD_Panel1","24","4","c24r4"
7,2017-04-19,NA,NA,"GenoA15","WD_Panel1","4","42","c4r42"
7,2017-04-19,3.72781739876717,6.05353785343077,"GenoA1","WW_Panel1","25","4","c25r4"
7,2017-04-19,0.635527836595297,0.288562151632005,"GenoA9","WW_Panel1","5","42","c5r42"
7,2017-04-19,-0.534214351725426,1.90456732823093,"GenoA53","WW_Panel1","26","4","c26r4"
7,2017-04-19,0.776710920158795,0.399718027554569,"GenoA8","WW_Panel1","6","42","c6r42"
7,2017-04-19,NA,NA,"GenoB26","WD_Panel2","27","4","c27r4"
7,2017-04-19,NA,NA,"GenoB15","WW_Panel2","7","42","c7r42"
7,2017-04-19,4.03593776750706,5.78443130405854,"GenoA33","WD_Panel1","28","4","c28r4"
7,2017-04-19,0.931313059316919,0.398209495715995,"GenoA15","WD_Panel1","8","42","c8r42"
7,2017-04-19,NA,NA,"GenoB25","WD_Panel2","9","42","c9r42"
7,2017-04-19,2.0278559639107,2.31299948161972,"GenoA16","WW_Panel1","3","4","c3r4"
7,2017-04-19,NA,NA,"GenoA20","WD_Panel1","1","43","c1r43"
7,2017-04-19,NA,NA,"GenoA4","WW_Panel1","10","43","c10r43"
7,2017-04-19,3.63688636707236,2.69791972976741,"GenoA50","WW_Panel1","11","43","c11r43"
7,2017-04-19,3.64930311685287,2.55824387623984,"GenoA31","WD_Panel1","12","43","c12r43"
7,2017-04-19,NA,NA,"GenoA3","WD_Panel1","13","43","c13r43"
7,2017-04-19,NA,NA,"GenoA25","WW_Panel1","14","43","c14r43"
7,2017-04-19,1.01504867040399,0.304089627534804,"GenoA58","WW_Panel1","2","43","c2r43"
7,2017-04-19,1.61290993861271,1.88051920541872,"GenoA34","WW_Panel1","23","43","c23r43"
7,2017-04-19,NA,NA,"GenoA25","WD_Panel1","24","43","c24r43"
7,2017-04-19,-0.431141078628484,0.193821626968694,"GenoA24","WW_Panel1","25","43","c25r43"
7,2017-04-19,3.6937260516966,4.37694457946623,"GenoA47","WW_Panel1","26","43","c26r43"
7,2017-04-19,4.45311599070051,4.70051137232656,"GenoB7","WW_Panel2","27","43","c27r43"
7,2017-04-19,5.04488773153402,5.0139406600604,"GenoA23","WD_Panel1","28","43","c28r43"
7,2017-04-19,3.86850427745921,3.31111060497554,"GenoA51","WW_Panel1","3","43","c3r43"
7,2017-04-19,NA,NA,"GenoA55","WD_Panel1","4","43","c4r43"
7,2017-04-19,NA,NA,"GenoA45","WW_Panel1","5","43","c5r43"
7,2017-04-19,0.9601235591882,0.579642812754189,"GenoA42","WW_Panel1","6","43","c6r43"
7,2017-04-19,5.97948829205927,5.59193724900983,"GenoB8","WW_Panel2","7","43","c7r43"
7,2017-04-19,1.22547652092935,0.679857953692984,"GenoA39","WD_Panel1","8","43","c8r43"
7,2017-04-19,1.59027633131823,1.05804567014758,"GenoB18","WD_Panel2","9","43","c9r43"
7,2017-04-19,2.09316348418721,2.35704976293507,"GenoA22","WD_Panel1","4","4","c4r4"
7,2017-04-19,NA,NA,"GenoA56","WD_Panel1","1","44","c1r44"
7,2017-04-19,7.375501159441,6.64454453321643,"GenoA51","WW_Panel1","10","44","c10r44"
7,2017-04-19,NA,NA,"GenoA46","WW_Panel1","11","44","c11r44"
7,2017-04-19,NA,NA,"GenoA50","WD_Panel1","12","44","c12r44"
7,2017-04-19,3.49539521566979,2.21457173371755,"GenoA31","WD_Panel1","13","44","c13r44"
7,2017-04-19,NA,NA,"GenoA20","WW_Panel1","14","44","c14r44"
7,2017-04-19,1.37929516797729,0.709296120246238,"GenoA21","WW_Panel1","2","44","c2r44"
7,2017-04-19,NA,NA,"GenoA13","WW_Panel1","23","44","c23r44"
7,2017-04-19,0.617692850475356,1.33629657025935,"GenoA49","WD_Panel1","24","44","c24r44"
7,2017-04-19,NA,NA,"GenoA45","WW_Panel1","25","44","c25r44"
7,2017-04-19,NA,NA,"GenoA11","WW_Panel1","26","44","c26r44"
7,2017-04-19,7.36208268913766,7.60765323984762,"GenoB8","WW_Panel2","27","44","c27r44"
7,2017-04-19,3.22619215869194,3.18650553150917,"GenoA47","WD_Panel1","28","44","c28r44"
7,2017-04-19,0.535140581072155,0.00709116586461091,"GenoA21","WW_Panel1","3","44","c3r44"
7,2017-04-19,NA,NA,"GenoA39","WD_Panel1","4","44","c4r44"
7,2017-04-19,2.25238670943438,1.91893437487536,"GenoA2","WW_Panel1","5","44","c5r44"
7,2017-04-19,NA,NA,"GenoA11","WW_Panel1","6","44","c6r44"
7,2017-04-19,0.997638351665068,0.606529371882999,"GenoB21","WW_Panel2","7","44","c7r44"
7,2017-04-19,NA,NA,"GenoA32","WD_Panel1","8","44","c8r44"
7,2017-04-19,NA,NA,"GenoB23","WD_Panel2","9","44","c9r44"
7,2017-04-19,0.312574653308691,0.44168035637169,"GenoA28","WW_Panel1","5","4","c5r4"
7,2017-04-19,1.25927700355925,0.326738693694409,"GenoA10","WD_Panel1","1","45","c1r45"
7,2017-04-19,NA,NA,"GenoA24","WW_Panel1","10","45","c10r45"
7,2017-04-19,NA,NA,"GenoA55","WW_Panel1","11","45","c11r45"
7,2017-04-19,NA,NA,"GenoA37","WD_Panel1","12","45","c12r45"
7,2017-04-19,2.09891170370276,0.817523861957148,"GenoA52","WD_Panel1","13","45","c13r45"
7,2017-04-19,NA,NA,"GenoA1","WW_Panel1","14","45","c14r45"
7,2017-04-19,2.15048346106761,1.52811732732678,"GenoA53","WW_Panel1","2","45","c2r45"
7,2017-04-19,NA,NA,"GenoA6","WW_Panel1","23","45","c23r45"
7,2017-04-19,NA,NA,"GenoA40","WD_Panel1","24","45","c24r45"
7,2017-04-19,5.58387333279879,6.22277788880771,"GenoA48","WW_Panel1","25","45","c25r45"
7,2017-04-19,1.45553743745961,2.14206324690264,"GenoA24","WW_Panel1","26","45","c26r45"
7,2017-04-19,NA,NA,"GenoB11","WW_Panel2","27","45","c27r45"
7,2017-04-19,1.00822993507741,0.953600609407206,"GenoA39","WD_Panel1","28","45","c28r45"
7,2017-04-19,2.38673199708674,1.89548415028946,"GenoA8","WW_Panel1","3","45","c3r45"
7,2017-04-19,3.31129328997407,2.96790928599641,"GenoA31","WD_Panel1","4","45","c4r45"
7,2017-04-19,1.94410173580193,1.62869219095108,"GenoA41","WW_Panel1","5","45","c5r45"
7,2017-04-19,NA,NA,"GenoA17","WW_Panel1","6","45","c6r45"
7,2017-04-19,0.704345978289257,0.318465865756909,"GenoB29","WW_Panel2","7","45","c7r45"
7,2017-04-19,NA,NA,"GenoA6","WD_Panel1","8","45","c8r45"
7,2017-04-19,0.938745276489074,0.395774951222808,"GenoB26","WD_Panel2","9","45","c9r45"
7,2017-04-19,2.1233499171062,2.0427633805644,"GenoA21","WW_Panel1","6","4","c6r4"
7,2017-04-19,NA,NA,"GenoA54","WD_Panel1","1","46","c1r46"
7,2017-04-19,NA,NA,"GenoA43","WW_Panel1","10","46","c10r46"
7,2017-04-19,NA,NA,"GenoA53","WW_Panel1","11","46","c11r46"
7,2017-04-19,1.73657981224001,0.64702908679745,"GenoA59","WD_Panel1","12","46","c12r46"
7,2017-04-19,NA,NA,"GenoA36","WD_Panel1","13","46","c13r46"
7,2017-04-19,NA,NA,"GenoA34","WW_Panel1","14","46","c14r46"
7,2017-04-19,3.46103611264345,2.89996442659431,"GenoA28","WW_Panel1","2","46","c2r46"
7,2017-04-19,1.91166028843089,2.22110488809407,"GenoA58","WW_Panel1","23","46","c23r46"
7,2017-04-19,1.75335647659319,2.4901684956825,"GenoA5","WD_Panel1","24","46","c24r46"
7,2017-04-19,NA,NA,"GenoA37","WW_Panel1","25","46","c25r46"
7,2017-04-19,4.81120570185007,5.49527878260563,"GenoA10","WW_Panel1","26","46","c26r46"
7,2017-04-19,0.521098679003267,0.749029109385647,"GenoB27","WW_Panel2","27","46","c27r46"
7,2017-04-19,NA,NA,"GenoA42","WD_Panel1","28","46","c28r46"
7,2017-04-19,1.49229458830151,1.05275902054011,"GenoA13","WW_Panel1","3","46","c3r46"
7,2017-04-19,NA,NA,"GenoA46","WD_Panel1","4","46","c4r46"
7,2017-04-19,0.580814443711586,0.300061672970883,"GenoA58","WW_Panel1","5","46","c5r46"
7,2017-04-19,1.53663386680173,1.19672344393927,"GenoA26","WW_Panel1","6","46","c6r46"
7,2017-04-19,0.814375097882998,0.450929508328174,"GenoB10","WW_Panel2","7","46","c7r46"
7,2017-04-19,3.50338334307444,2.97027802470894,"GenoA41","WD_Panel1","8","46","c8r46"
7,2017-04-19,2.69569580795521,2.16844182084906,"GenoB1","WD_Panel2","9","46","c9r46"
7,2017-04-19,NA,NA,"GenoB17","WD_Panel2","7","4","c7r4"
7,2017-04-19,NA,NA,"GenoA30","WD_Panel1","1","47","c1r47"
7,2017-04-19,1.22284652798725,0.528363382619544,"GenoA14","WW_Panel1","10","47","c10r47"
7,2017-04-19,NA,NA,"GenoA33","WW_Panel1","11","47","c11r47"
7,2017-04-19,NA,NA,"GenoA59","WD_Panel1","13","47","c13r47"
7,2017-04-19,1.84436683389175,0.473424151958954,"GenoA5","WW_Panel1","14","47","c14r47"
7,2017-04-19,NA,NA,"GenoA36","WW_Panel1","2","47","c2r47"
7,2017-04-19,1.31449483045043,1.63356551674295,"GenoA44","WW_Panel1","23","47","c23r47"
7,2017-04-19,0.413683430881576,1.15425806721316,"GenoA38","WD_Panel1","24","47","c24r47"
7,2017-04-19,5.47330403996945,6.11336208949307,"GenoA19","WW_Panel1","25","47","c25r47"
7,2017-04-19,-0.0239435818973095,0.650583014742952,"GenoA4","WW_Panel1","26","47","c26r47"
7,2017-04-19,0.32325097356938,0.534501533496065,"GenoB16","WW_Panel2","27","47","c27r47"
7,2017-04-19,2.68671512732515,2.59346923163467,"GenoA16","WD_Panel1","28","47","c28r47"
7,2017-04-19,1.41588236442924,1.03749417773833,"GenoA59","WW_Panel1","3","47","c3r47"
7,2017-04-19,2.67362172226017,2.42643772855599,"GenoA18","WD_Panel1","4","47","c4r47"
7,2017-04-19,3.83258355041943,3.59813472677362,"GenoA16","WW_Panel1","5","47","c5r47"
7,2017-04-19,NA,NA,"GenoA46","WW_Panel1","6","47","c6r47"
7,2017-04-19,NA,NA,"GenoB23","WW_Panel2","7","47","c7r47"
7,2017-04-19,NA,NA,"GenoA46","WD_Panel1","8","47","c8r47"
7,2017-04-19,0.624798808478288,0.12493211873916,"GenoB22","WD_Panel2","9","47","c9r47"
7,2017-04-19,NA,NA,"GenoA24","WD_Panel1","8","4","c8r4"
7,2017-04-19,NA,NA,"GenoA33","WD_Panel1","1","48","c1r48"
7,2017-04-19,NA,NA,"GenoA57","WW_Panel1","10","48","c10r48"
7,2017-04-19,NA,NA,"GenoA13","WW_Panel1","11","48","c11r48"
7,2017-04-19,1.8116237111656,0.783541469409053,"GenoA33","WD_Panel1","12","48","c12r48"
7,2017-04-19,NA,NA,"GenoA15","WD_Panel1","13","48","c13r48"
7,2017-04-19,NA,NA,"GenoA27","WW_Panel1","14","48","c14r48"
7,2017-04-19,NA,NA,"GenoA32","WW_Panel1","2","48","c2r48"
7,2017-04-19,2.5541719811188,2.88550100406546,"GenoA30","WW_Panel1","23","48","c23r48"
7,2017-04-19,NA,NA,"GenoA42","WD_Panel1","24","48","c24r48"
7,2017-04-19,1.50038996966673,2.13867898357999,"GenoA39","WW_Panel1","25","48","c25r48"
7,2017-04-19,NA,NA,"GenoA7","WW_Panel1","26","48","c26r48"
7,2017-04-19,NA,NA,"GenoB23","WW_Panel2","27","48","c27r48"
7,2017-04-19,NA,NA,"GenoA37","WD_Panel1","28","48","c28r48"
7,2017-04-19,NA,NA,"GenoA17","WW_Panel1","3","48","c3r48"
7,2017-04-19,3.89154459583729,3.71682216209322,"GenoA19","WD_Panel1","4","48","c4r48"
7,2017-04-19,0.636390056044137,0.46839247797501,"GenoA7","WW_Panel1","5","48","c5r48"
7,2017-04-19,0.776855567645186,0.537739887348295,"GenoA5","WW_Panel1","6","48","c6r48"
7,2017-04-19,NA,NA,"GenoB13","WW_Panel2","7","48","c7r48"
7,2017-04-19,0.891606801703285,0.440443301810617,"GenoA2","WD_Panel1","8","48","c8r48"
7,2017-04-19,1.91930242423264,1.4668264498342,"GenoB7","WD_Panel2","9","48","c9r48"
7,2017-04-19,NA,NA,"GenoB23","WW_Panel2","9","4","c9r4"
7,2017-04-19,NA,NA,"GenoA51","WD_Panel1","1","49","c1r49"
7,2017-04-19,NA,NA,"GenoA55","WW_Panel1","10","49","c10r49"
7,2017-04-19,NA,NA,"GenoA39","WW_Panel1","11","49","c11r49"
7,2017-04-19,2.86588529298235,1.89184727091617,"GenoA44","WD_Panel1","12","49","c12r49"
7,2017-04-19,2.1942856415925,1.03756859337524,"GenoA44","WD_Panel1","13","49","c13r49"
7,2017-04-19,3.12140315998236,1.83528468227078,"GenoA29","WW_Panel1","14","49","c14r49"
7,2017-04-19,3.17778958655428,2.8688904178961,"GenoA16","WW_Panel1","2","49","c2r49"
7,2017-04-19,2.12559813667882,2.470091841941,"GenoA23","WW_Panel1","23","49","c23r49"
7,2017-04-19,1.75719817557172,2.5087737273056,"GenoA22","WD_Panel1","24","49","c24r49"
7,2017-04-19,2.30480226666719,2.94080769370264,"GenoA35","WW_Panel1","25","49","c25r49"
7,2017-04-19,0.932482447170827,1.58776727717144,"GenoA14","WW_Panel1","26","49","c26r49"
7,2017-04-19,NA,NA,"GenoB14","WW_Panel2","27","49","c27r49"
7,2017-04-19,4.59463164235834,4.45507246837793,"GenoA22","WD_Panel1","28","49","c28r49"
7,2017-04-19,2.34707109275404,2.14200642295118,"GenoA29","WW_Panel1","3","49","c3r49"
7,2017-04-19,3.74100208456144,3.65674181188953,"GenoA50","WD_Panel1","4","49","c4r49"
7,2017-04-19,0.435396546202082,0.353158138781767,"GenoA55","WW_Panel1","5","49","c5r49"
7,2017-04-19,NA,NA,"GenoA14","WW_Panel1","6","49","c6r49"
7,2017-04-19,NA,NA,"GenoB20","WW_Panel2","7","49","c7r49"
7,2017-04-19,2.5079648667605,2.12789898399565,"GenoA48","WD_Panel1","8","49","c8r49"
7,2017-04-19,NA,NA,"GenoB20","WD_Panel2","9","49","c9r49"
7,2017-04-19,1.91088238806227,1.43208455390932,"GenoA39","WD_Panel1","1","50","c1r50"
7,2017-04-19,0.78751187532708,0.277501240145899,"GenoA34","WW_Panel1","10","50","c10r50"
7,2017-04-19,NA,NA,"GenoA40","WW_Panel1","11","50","c11r50"
7,2017-04-19,NA,NA,"GenoA30","WD_Panel1","12","50","c12r50"
7,2017-04-19,1.53318387578559,0.440268191138034,"GenoA12","WD_Panel1","13","50","c13r50"
7,2017-04-19,1.29300647389379,0.066677973459853,"GenoA33","WW_Panel1","14","50","c14r50"
7,2017-04-19,NA,NA,"GenoA27","WW_Panel1","2","50","c2r50"
7,2017-04-19,-0.105397924316032,0.254997644269643,"GenoA12","WW_Panel1","23","50","c23r50"
7,2017-04-19,5.26493079019934,6.02420704663321,"GenoA29","WD_Panel1","24","50","c24r50"
7,2017-04-19,1.98359800858183,2.61894831857012,"GenoA16","WW_Panel1","25","50","c25r50"
7,2017-04-19,NA,NA,"GenoA12","WW_Panel1","26","50","c26r50"
7,2017-04-19,4.55099093738423,4.71136375915553,"GenoB12","WW_Panel2","27","50","c27r50"
7,2017-04-19,0.243779020852081,0.0811338984725857,"GenoA15","WD_Panel1","28","50","c28r50"
7,2017-04-19,NA,NA,"GenoA6","WW_Panel1","3","50","c3r50"
7,2017-04-19,NA,NA,"GenoA40","WD_Panel1","4","50","c4r50"
7,2017-04-19,NA,NA,"GenoA17","WW_Panel1","5","50","c5r50"
7,2017-04-19,NA,NA,"GenoA20","WW_Panel1","6","50","c6r50"
7,2017-04-19,3.00269297581036,2.90104345962562,"GenoB7","WW_Panel2","7","50","c7r50"
7,2017-04-19,NA,NA,"GenoA25","WD_Panel1","8","50","c8r50"
7,2017-04-19,5.95721011725786,5.65545617192925,"GenoB6","WD_Panel2","9","50","c9r50"
7,2017-04-19,2.18743385164246,2.25704941946098,"GenoA47","WD_Panel1","1","5","c1r5"
7,2017-04-19,NA,NA,"GenoA40","WW_Panel1","10","5","c10r5"
7,2017-04-19,NA,NA,"GenoA35","WW_Panel1","11","5","c11r5"
7,2017-04-19,NA,NA,"GenoA40","WD_Panel1","1","51","c1r51"
7,2017-04-19,NA,NA,"GenoA12","WW_Panel1","10","51","c10r51"
7,2017-04-19,NA,NA,"GenoA14","WW_Panel1","11","51","c11r51"
7,2017-04-19,NA,NA,"GenoA54","WD_Panel1","12","51","c12r51"
7,2017-04-19,NA,NA,"GenoA45","WD_Panel1","13","51","c13r51"
7,2017-04-19,NA,NA,"GenoA48","WW_Panel1","14","51","c14r51"
7,2017-04-19,2.39377568461773,1.04578949311265,"GenoA56","WD_Panel1","12","5","c12r5"
