"timeNumber","timePoint","LeafArea_corr","LeafArea","wt","genotype","geno.decomp","rowId","colId","plotId"
10,2017-04-22,0.0231741666980577,0.029916355,290.721066167346,"GenoA05","WW_Panel1","59","5","c5r59"
10,2017-04-22,0.0311319431667702,0.028260137,290.726280201243,"GenoA06","WW_Panel1","21","14","c14r21"
10,2017-04-22,0.0249549509705779,0.024140415,290.726280201243,"GenoA06","WW_Panel1","51","25","c25r51"
10,2017-04-22,0.0297936513762957,0.027206016,290.726280201243,"GenoA06","WW_Panel1","45","23","c23r45"
10,2017-04-22,0.0269330693530316,0.031111193,290.726280201243,"GenoA06","WW_Panel1","21","26","c26r21"
10,2017-04-22,0.0282246759287502,0.03092938,290.726280201243,"GenoA06","WW_Panel1","10","22","c22r10"
10,2017-04-22,0.0293275359622727,0.029736376,290.726280201243,"GenoA06","WW_Panel1","30","2","c2r30"
10,2017-04-22,0.0317593476414554,0.031999784,290.726280201243,"GenoA06","WW_Panel1","10","19","c19r10"
10,2017-04-22,0.032646632873395,0.032972956,290.726280201243,"GenoA06","WW_Panel1","26","10","c10r26"
10,2017-04-22,0.0236850941447315,0.026930112,290.726280201243,"GenoA06","WW_Panel1","3","5","c5r3"
10,2017-04-22,0.0327388838208268,0.03510726,290.726280201243,"GenoA06","WW_Panel1","31","6","c6r31"
10,2017-04-22,0.0253705341477045,0.024865053,290.726280201243,"GenoA06","WW_Panel1","23","11","c11r23"
10,2017-04-22,0.0307179361987723,0.03309603,290.726280201243,"GenoA06","WW_Panel1","50","3","c3r50"
10,2017-04-22,0.0261696131757798,0.023784389,290.726280201243,"GenoA06","WW_Panel1","19","18","c18r19"
10,2017-04-22,0.0249394113226817,0.019945636,290.726280201243,"GenoA06","WW_Panel1","38","15","c15r38"
10,2017-04-22,0.0322047346029802,0.034357262,290.738460874827,"GenoA07","WW_Panel1","24","23","c23r24"
10,2017-04-22,0.0382303225588643,0.044997153,290.738460874827,"GenoA07","WW_Panel1","1","2","c2r1"
10,2017-04-22,0.0277775034129547,0.026221667,290.738460874827,"GenoA07","WW_Panel1","56","22","c22r56"
10,2017-04-22,0.0352385119092988,0.034921275,290.738460874827,"GenoA07","WW_Panel1","48","26","c26r48"
10,2017-04-22,0.0301348937152264,0.027494411,290.738460874827,"GenoA07","WW_Panel1","17","14","c14r17"
10,2017-04-22,0.0309065559903934,0.031465162,290.738460874827,"GenoA07","WW_Panel1","9","19","c19r9"
10,2017-04-22,0.0381666936307261,0.039255162,290.738460874827,"GenoA07","WW_Panel1","28","3","c3r28"
10,2017-04-22,0.0340415337621564,0.035002439,290.738460874827,"GenoA07","WW_Panel1","8","6","c6r8"
10,2017-04-22,0.0344628136149651,0.029751822,290.738460874827,"GenoA07","WW_Panel1","34","15","c15r34"
10,2017-04-22,0.0265252749255912,0.021770958,290.738460874827,"GenoA07","WW_Panel1","40","18","c18r40"
10,2017-04-22,0.0380844006606596,0.04004532,290.738460874827,"GenoA07","WW_Panel1","40","11","c11r40"
10,2017-04-22,0.0344361674013339,0.037140888,290.738460874827,"GenoA07","WW_Panel1","48","5","c5r48"
10,2017-04-22,0.0328191817765587,0.030851088,290.738460874827,"GenoA07","WW_Panel1","15","10","c10r15"
10,2017-04-22,0.0293139075719475,0.029381869,290.738460874827,"GenoA07","WW_Panel1","29","25","c25r29"
10,2017-04-22,0.0298945539617332,0.02973103,290.71391083989,"GenoA08","WW_Panel1","26","11","c11r26"
10,2017-04-22,0.0226157403813798,0.026257109,290.71391083989,"GenoA08","WW_Panel1","16","23","c23r16"
10,2017-04-22,0.0295808502126355,0.033035274,290.71391083989,"GenoA08","WW_Panel1","18","2","c2r18"
10,2017-04-22,0.0250149361609306,0.024682753,290.71391083989,"GenoA08","WW_Panel1","54","25","c25r54"
10,2017-04-22,0.0251190209273269,0.022581788,290.71391083989,"GenoA08","WW_Panel1","22","18","c18r22"
10,2017-04-22,0.0258404800233848,0.028077137,290.71391083989,"GenoA08","WW_Panel1","15","5","c5r15"
10,2017-04-22,0.0277334183533778,0.025978276,290.71391083989,"GenoA08","WW_Panel1","5","15","c15r5"
10,2017-04-22,0.0188454449117797,0.017420234,290.71391083989,"GenoA08","WW_Panel1","17","10","c10r17"
10,2017-04-22,0.0201604057247744,0.023297696,290.71391083989,"GenoA08","WW_Panel1","42","6","c6r42"
10,2017-04-22,0.0258616548568103,0.02297111,290.71391083989,"GenoA08","WW_Panel1","35","14","c14r35"
10,2017-04-22,0.027946068480099,0.028519639,290.71391083989,"GenoA08","WW_Panel1","59","26","c26r59"
10,2017-04-22,0.0259862501342518,0.027878721,290.71391083989,"GenoA08","WW_Panel1","17","22","c22r17"
10,2017-04-22,0.0253792252183984,0.026090861,290.71391083989,"GenoA08","WW_Panel1","45","3","c3r45"
10,2017-04-22,0.0217536709335834,0.015554891,290.71391083989,"GenoA08","WW_Panel1","50","19","c19r50"
10,2017-04-22,0.0305186697188016,0.036572315,290.741598801614,"GenoA09","WW_Panel1","15","26","c26r15"
10,2017-04-22,0.0275535470074968,0.029418174,290.741598801614,"GenoA09","WW_Panel1","42","5","c5r42"
10,2017-04-22,0.0265465970497927,0.020861404,290.741598801614,"GenoA09","WW_Panel1","44","19","c19r44"
10,2017-04-22,0.0339509733194743,0.037917842,290.741598801614,"GenoA09","WW_Panel1","14","23","c23r14"
10,2017-04-22,0.0272441725678231,0.021614882,290.741598801614,"GenoA09","WW_Panel1","47","15","c15r47"
10,2017-04-22,0.0272739401639657,0.029327857,290.741598801614,"GenoA09","WW_Panel1","5","22","c22r5"
10,2017-04-22,0.028814667038565,0.02645299,290.741598801614,"GenoA09","WW_Panel1","10","11","c11r10"
10,2017-04-22,0.0281451734349749,0.0283577,290.741598801614,"GenoA09","WW_Panel1","28","10","c10r28"
10,2017-04-22,0.0280064346740706,0.028747084,290.741598801614,"GenoA09","WW_Panel1","26","2","c2r26"
10,2017-04-22,0.0308780653844535,0.028298831,290.741598801614,"GenoA09","WW_Panel1","30","18","c18r30"
10,2017-04-22,0.0308312528098467,0.036887265,290.741598801614,"GenoA09","WW_Panel1","54","6","c6r54"
10,2017-04-22,0.0243787408808789,0.022450406,290.741598801614,"GenoA09","WW_Panel1","40","25","c25r40"
10,2017-04-22,0.0306542834071429,0.033303405,290.741598801614,"GenoA09","WW_Panel1","23","3","c3r23"
10,2017-04-22,0.0261586238510348,0.022301247,290.741598801614,"GenoA09","WW_Panel1","52","14","c14r52"
10,2017-04-22,0.0241791355504789,0.01952005,290.707677666175,"GenoA10","WW_Panel1","27","15","c15r27"
10,2017-04-22,0.0316094586420921,0.032504277,290.707677666175,"GenoA10","WW_Panel1","11","5","c5r11"
10,2017-04-22,0.0276357413571986,0.029380553,290.707677666175,"GenoA10","WW_Panel1","18","22","c22r18"
10,2017-04-22,0.0268881027821198,0.02707595,290.707677666175,"GenoA10","WW_Panel1","33","11","c11r33"
10,2017-04-22,0.026096134588578,0.020299414,290.707677666175,"GenoA10","WW_Panel1","53","19","c19r53"
10,2017-04-22,0.0231481208894408,0.023427631,290.707677666175,"GenoA10","WW_Panel1","32","10","c10r32"
10,2017-04-22,0.0316170933363183,0.033957119,290.707677666175,"GenoA10","WW_Panel1","8","3","c3r8"
10,2017-04-22,0.0318856295857344,0.0324092,290.707677666175,"GenoA10","WW_Panel1","32","2","c2r32"
10,2017-04-22,0.0288916748584654,0.026602955,290.707677666175,"GenoA10","WW_Panel1","38","23","c23r38"
10,2017-04-22,0.0300792391296082,0.030080464,290.707677666175,"GenoA10","WW_Panel1","56","25","c25r56"
10,2017-04-22,0.0351282327779571,0.034860884,290.707677666175,"GenoA10","WW_Panel1","46","26","c26r46"
10,2017-04-22,0.0217057627409654,0.015433998,290.707677666175,"GenoA10","WW_Panel1","51","18","c18r51"
10,2017-04-22,0.0311319127208066,0.034427999,290.707677666175,"GenoA10","WW_Panel1","38","6","c6r38"
10,2017-04-22,0.0276093541603427,0.02657162,290.707677666175,"GenoA10","WW_Panel1","7","14","c14r7"
10,2017-04-22,0.0239431526529187,0.023678403,290.718612582016,"GenoA11","WW_Panel1","57","23","c23r57"
10,2017-04-22,0.026013309952321,0.029004068,290.718612582016,"GenoA11","WW_Panel1","53","2","c2r53"
10,2017-04-22,0.0242994317359945,0.022488682,290.718612582016,"GenoA11","WW_Panel1","27","19","c19r27"
10,2017-04-22,0.0157339725853559,0.018813427,290.718612582016,"GenoA11","WW_Panel1","44","6","c6r44"
10,2017-04-22,0.0211502731954565,0.021756576,290.718612582016,"GenoA11","WW_Panel1","40","3","c3r40"
10,2017-04-22,0.0264409830562038,0.026551363,290.718612582016,"GenoA11","WW_Panel1","30","10","c10r30"
10,2017-04-22,0.0192503984705062,0.017505189,290.718612582016,"GenoA11","WW_Panel1","38","25","c25r38"
10,2017-04-22,0.0229018833997228,0.020213939,290.718612582016,"GenoA11","WW_Panel1","18","14","c14r18"
10,2017-04-22,0.0221218788147362,0.020069784,290.718612582016,"GenoA11","WW_Panel1","1","11","c11r1"
10,2017-04-22,0.0197191458214342,0.02238311,290.718612582016,"GenoA11","WW_Panel1","16","5","c5r16"
10,2017-04-22,0.0255641235619747,0.021722492,290.718612582016,"GenoA11","WW_Panel1","17","15","c15r17"
10,2017-04-22,0.0229883305452112,0.016762131,290.718612582016,"GenoA11","WW_Panel1","49","18","c18r49"
10,2017-04-22,0.0143453872429287,0.01385877,290.718612582016,"GenoA11","WW_Panel1","44","26","c26r44"
10,2017-04-22,0.0201762822904991,0.017139955,290.718612582016,"GenoA11","WW_Panel1","38","22","c22r38"
10,2017-04-22,0.0259160449404074,0.019906311,290.705497869362,"GenoA12","WW_Panel1","52","19","c19r52"
10,2017-04-22,0.025559313307856,0.021733738,290.705497869362,"GenoA12","WW_Panel1","60","18","c18r60"
10,2017-04-22,0.0243977018525991,0.027383513,290.705497869362,"GenoA12","WW_Panel1","24","6","c6r24"
10,2017-04-22,0.0263416007155828,0.028800415,290.705497869362,"GenoA12","WW_Panel1","22","2","c2r22"
10,2017-04-22,0.0215668455278782,0.02002803,290.705497869362,"GenoA12","WW_Panel1","50","23","c23r50"
10,2017-04-22,0.0206756179716105,0.024278284,290.705497869362,"GenoA12","WW_Panel1","6","25","c25r6"
10,2017-04-22,0.024026429762959,0.023664528,290.705497869362,"GenoA12","WW_Panel1","50","26","c26r50"
10,2017-04-22,0.0233581413175499,0.022145796,290.705497869362,"GenoA12","WW_Panel1","19","11","c11r19"
10,2017-04-22,0.0247838627399294,0.027033174,290.705497869362,"GenoA12","WW_Panel1","38","5","c5r38"
10,2017-04-22,0.0248166173082107,0.027814421,290.705497869362,"GenoA12","WW_Panel1","51","10","c10r51"
10,2017-04-22,0.0229109663879667,0.018402795,290.705497869362,"GenoA12","WW_Panel1","32","15","c15r32"
10,2017-04-22,0.0310570384587095,0.028553047,290.705497869362,"GenoA12","WW_Panel1","57","14","c14r57"
10,2017-04-22,0.0245329782447841,0.02341913,290.705497869362,"GenoA12","WW_Panel1","59","22","c22r59"
10,2017-04-22,0.022572692694087,0.024065732,290.705497869362,"GenoA12","WW_Panel1","34","3","c3r34"
10,2017-04-22,0.0247396933256305,0.02566165,290.750920766496,"GenoA13","WW_Panel1","46","3","c3r46"
10,2017-04-22,0.0240606349950443,0.026636881,290.750920766496,"GenoA13","WW_Panel1","12","2","c2r12"
10,2017-04-22,0.023666092084985,0.020976133,290.750920766496,"GenoA13","WW_Panel1","44","23","c23r44"
10,2017-04-22,0.0240873175014911,0.030275063,290.750920766496,"GenoA13","WW_Panel1","13","26","c26r13"
10,2017-04-22,0.0279649522232966,0.022520251,290.750920766496,"GenoA13","WW_Panel1","45","18","c18r45"
10,2017-04-22,0.0233723762682604,0.01875975,290.750920766496,"GenoA13","WW_Panel1","24","15","c15r24"
10,2017-04-22,0.0230963054733347,0.024068943,290.750920766496,"GenoA13","WW_Panel1","35","10","c10r35"
10,2017-04-22,0.0220852630026122,0.024429659,290.750920766496,"GenoA13","WW_Panel1","48","11","c11r48"
10,2017-04-22,0.0279195013353901,0.033241979,290.750920766496,"GenoA13","WW_Panel1","15","25","c25r15"
10,2017-04-22,0.0244072433898015,0.022412431,290.750920766496,"GenoA13","WW_Panel1","24","19","c19r24"
10,2017-04-22,0.0253629538858458,0.022632766,290.750920766496,"GenoA13","WW_Panel1","39","14","c14r39"
10,2017-04-22,0.0198868274894239,0.021438138,290.750920766496,"GenoA13","WW_Panel1","29","5","c5r29"
10,2017-04-22,0.0218894437460252,0.025107896,290.750920766496,"GenoA13","WW_Panel1","23","6","c6r23"
10,2017-04-22,0.0235859980662131,0.021639136,290.750920766496,"GenoA13","WW_Panel1","54","22","c22r54"
10,2017-04-22,0.0252903154559395,0.028757032,290.720047460218,"GenoA14","WW_Panel1","54","2","c2r54"
10,2017-04-22,0.0265108870049209,0.024388997,290.720047460218,"GenoA14","WW_Panel1","29","19","c19r29"
10,2017-04-22,0.0233800568147147,0.027289221,290.720047460218,"GenoA14","WW_Panel1","9","23","c23r9"
10,2017-04-22,0.0259547049715825,0.027844951,290.720047460218,"GenoA14","WW_Panel1","25","25","c25r25"
10,2017-04-22,0.0254268086540443,0.025071585,290.720047460218,"GenoA14","WW_Panel1","49","26","c26r49"
10,2017-04-22,0.0251868343791415,0.029338849,290.720047460218,"GenoA14","WW_Panel1","49","6","c6r49"
10,2017-04-22,0.0255163054671278,0.027629667,290.720047460218,"GenoA14","WW_Panel1","51","11","c11r51"
10,2017-04-22,0.030164820575405,0.033141813,290.720047460218,"GenoA14","WW_Panel1","47","10","c10r47"
10,2017-04-22,0.0266857576347089,0.024192715,290.720047460218,"GenoA14","WW_Panel1","23","18","c18r23"
10,2017-04-22,0.0280521376640509,0.029184993,290.720047460218,"GenoA14","WW_Panel1","30","3","c3r30"
10,2017-04-22,0.0221526300311706,0.020176089,290.720047460218,"GenoA14","WW_Panel1","58","14","c14r58"
10,2017-04-22,0.0265478774707685,0.022227378,290.720047460218,"GenoA14","WW_Panel1","21","15","c15r21"
10,2017-04-22,0.0281122045035701,0.03037783,290.720047460218,"GenoA14","WW_Panel1","35","5","c5r35"
10,2017-04-22,0.0265214615694874,0.027563907,290.720047460218,"GenoA14","WW_Panel1","26","22","c22r26"
10,2017-04-22,0.0376431370802646,0.036149294,290.682758312066,"GenoA15","WW_Panel1","32","22","c22r32"
10,2017-04-22,0.0352261146482641,0.038793965,290.682758312066,"GenoA15","WW_Panel1","16","3","c3r16"
10,2017-04-22,0.0388743139184301,0.041167306,290.682758312066,"GenoA15","WW_Panel1","3","26","c26r3"
10,2017-04-22,0.0351807209855788,0.035169169,290.682758312066,"GenoA15","WW_Panel1","32","11","c11r32"
10,2017-04-22,0.0282580922568266,0.030687739,290.682758312066,"GenoA15","WW_Panel1","10","2","c2r10"
10,2017-04-22,0.0380203670211905,0.042081909,290.682758312066,"GenoA15","WW_Panel1","57","10","c10r57"
10,2017-04-22,0.0408332275225707,0.045245417,290.682758312066,"GenoA15","WW_Panel1","8","25","c25r8"
10,2017-04-22,0.0355969730348457,0.037038362,290.682758312066,"GenoA15","WW_Panel1","27","23","c23r27"
10,2017-04-22,0.0358376397644803,0.039421715,290.682758312066,"GenoA15","WW_Panel1","19","6","c6r19"
10,2017-04-22,0.0298351888761937,0.024821093,290.682758312066,"GenoA15","WW_Panel1","44","15","c15r44"
10,2017-04-22,0.0332579189076789,0.036606815,290.682758312066,"GenoA15","WW_Panel1","18","5","c5r18"
10,2017-04-22,0.0345189857288459,0.028860613,290.682758312066,"GenoA15","WW_Panel1","46","18","c18r46"
10,2017-04-22,0.0260715872203621,0.024790316,290.682758312066,"GenoA15","WW_Panel1","14","19","c19r14"
10,2017-04-22,0.0354613228482265,0.032620092,290.682758312066,"GenoA15","WW_Panel1","38","14","c14r38"
10,2017-04-22,0.0255505171633802,0.023464107,290.750923209327,"GenoA16","WW_Panel1","2","11","c11r2"
10,2017-04-22,0.031365176044905,0.030112019,290.750923209327,"GenoA16","WW_Panel1","10","14","c14r10"
10,2017-04-22,0.0291618900561946,0.029964031,290.750923209327,"GenoA16","WW_Panel1","49","2","c2r49"
10,2017-04-22,0.0279426205635257,0.027019889,290.750923209327,"GenoA16","WW_Panel1","50","25","c25r50"
10,2017-04-22,0.0248240951177617,0.018666144,290.750923209327,"GenoA16","WW_Panel1","52","18","c18r52"
10,2017-04-22,0.0313134894093068,0.033923635,290.750923209327,"GenoA16","WW_Panel1","26","6","c6r26"
10,2017-04-22,0.0292794767255614,0.024260907,290.750923209327,"GenoA16","WW_Panel1","40","19","c19r40"
10,2017-04-22,0.0312594111407171,0.03035375,290.750923209327,"GenoA16","WW_Panel1","19","10","c10r19"
10,2017-04-22,0.029509217162098,0.030490312,290.750923209327,"GenoA16","WW_Panel1","27","26","c26r27"
10,2017-04-22,0.030989976688932,0.027864297,290.750923209327,"GenoA16","WW_Panel1","39","22","c22r39"
10,2017-04-22,0.0256059813257274,0.029497606,290.750923209327,"GenoA16","WW_Panel1","4","3","c3r4"
10,2017-04-22,0.0324841933478699,0.034875943,290.750923209327,"GenoA16","WW_Panel1","47","5","c5r47"
10,2017-04-22,0.0263549844290208,0.028130585,290.750923209327,"GenoA16","WW_Panel1","3","23","c23r3"
10,2017-04-22,0.0290012377134251,0.025288078,290.750923209327,"GenoA16","WW_Panel1","16","15","c15r16"
10,2017-04-22,0.0236200495463606,0.027160673,288.232112262058,"GenoA17","WW_Panel1","50","5","c5r50"
10,2017-04-22,0.0191816861051802,0.02262888,288.232112262058,"GenoA17","WW_Panel1","17","23","c23r17"
10,2017-04-22,0.0151404809990647,0.015608608,288.232112262058,"GenoA17","WW_Panel1","31","2","c2r31"
10,2017-04-22,0.0167183700762931,0.012638675,288.232112262058,"GenoA17","WW_Panel1","19","15","c15r19"
10,2017-04-22,0.00961830211214002,0.006675119,288.232112262058,"GenoA17","WW_Panel1","36","14","c14r36"
10,2017-04-22,0.0196184517115505,0.01727117,288.232112262058,"GenoA17","WW_Panel1","34","22","c22r34"
10,2017-04-22,0.01123257596338,0.012703115,288.232112262058,"GenoA17","WW_Panel1","48","3","c3r48"
10,2017-04-22,0.0171745317620884,0.020335897,288.232112262058,"GenoA17","WW_Panel1","45","6","c6r45"
10,2017-04-22,0.0176563771036277,0.023084754,288.232112262058,"GenoA17","WW_Panel1","59","10","c10r59"
10,2017-04-22,0.0247932383327493,0.029700266,288.232112262058,"GenoA17","WW_Panel1","19","26","c26r19"
10,2017-04-22,0.0200162879473452,0.01531628,288.232112262058,"GenoA17","WW_Panel1","37","19","c19r37"
10,2017-04-22,0.0344742543894455,0.030641063,290.722244438894,"GenoA18","WW_Panel1","53","14","c14r53"
10,2017-04-22,0.0319090790969039,0.030933942,290.722244438894,"GenoA18","WW_Panel1","2","19","c19r2"
10,2017-04-22,0.0284727145711225,0.028231399,290.722244438894,"GenoA18","WW_Panel1","52","26","c26r52"
10,2017-04-22,0.0231159491777677,0.027082563,290.722244438894,"GenoA18","WW_Panel1","10","23","c23r10"
10,2017-04-22,0.0334018324527056,0.037405242,290.722244438894,"GenoA18","WW_Panel1","20","25","c25r20"
10,2017-04-22,0.0268881947480097,0.032207405,290.722244438894,"GenoA18","WW_Panel1","52","6","c6r52"
10,2017-04-22,0.0343070042481513,0.039608688,290.722244438894,"GenoA18","WW_Panel1","60","3","c3r60"
10,2017-04-22,0.0274719243236843,0.027785441,290.722244438894,"GenoA18","WW_Panel1","10","18","c18r10"
10,2017-04-22,0.0277201087616717,0.023507227,290.722244438894,"GenoA18","WW_Panel1","20","15","c15r20"
10,2017-04-22,0.0291843111911435,0.03059075,290.722244438894,"GenoA18","WW_Panel1","13","5","c5r13"
10,2017-04-22,0.0327108746586447,0.035202839,290.722244438894,"GenoA18","WW_Panel1","40","10","c10r40"
10,2017-04-22,0.0294246704077857,0.027614957,290.722244438894,"GenoA18","WW_Panel1","16","11","c11r16"
10,2017-04-22,0.0309234102789708,0.033601197,290.722244438894,"GenoA18","WW_Panel1","7","22","c22r7"
10,2017-04-22,0.0334730821148449,0.035934469,290.722244438894,"GenoA18","WW_Panel1","9","2","c2r9"
10,2017-04-22,0.0308767024325993,0.029477967,290.718067417495,"GenoA19","WW_Panel1","18","11","c11r18"
10,2017-04-22,0.0284056389866626,0.025420934,290.718067417495,"GenoA19","WW_Panel1","30","14","c14r30"
10,2017-04-22,0.0386740249185159,0.037504404,290.718067417495,"GenoA19","WW_Panel1","47","25","c25r47"
10,2017-04-22,0.0342611157184606,0.037923752,290.718067417495,"GenoA19","WW_Panel1","2","6","c6r2"
10,2017-04-22,0.0317720702474302,0.031727813,290.718067417495,"GenoA19","WW_Panel1","23","10","c10r23"
10,2017-04-22,0.0330510107230457,0.026907078,290.718067417495,"GenoA19","WW_Panel1","51","19","c19r51"
10,2017-04-22,0.0349063384861769,0.037442996,290.718067417495,"GenoA19","WW_Panel1","7","3","c3r7"
10,2017-04-22,0.0315337881249419,0.03182473,290.718067417495,"GenoA19","WW_Panel1","2","22","c22r2"
10,2017-04-22,0.0312633747232122,0.030464549,290.718067417495,"GenoA19","WW_Panel1","54","23","c23r54"
10,2017-04-22,0.033348950849012,0.038871115,290.718067417495,"GenoA19","WW_Panel1","54","5","c5r54"
10,2017-04-22,0.0365970413244733,0.031608637,290.718067417495,"GenoA19","WW_Panel1","42","18","c18r42"
10,2017-04-22,0.0350034709757965,0.033450619,290.718067417495,"GenoA19","WW_Panel1","8","15","c15r8"
10,2017-04-22,0.0369332514890861,0.039962474,290.718067417495,"GenoA19","WW_Panel1","6","2","c2r6"
10,2017-04-22,0.0351773920838887,0.041369336,290.718067417495,"GenoA19","WW_Panel1","14","26","c26r14"
10,2017-04-22,0.0258842680416906,0.031375834,290.73281401508,"GenoA20","WW_Panel1","10","26","c26r10"
10,2017-04-22,0.0290836085055324,0.026458612,290.73281401508,"GenoA20","WW_Panel1","44","14","c14r44"
10,2017-04-22,0.0230370026468943,0.018176657,290.73281401508,"GenoA20","WW_Panel1","41","18","c18r41"
10,2017-04-22,0.026673726703697,0.032170945,290.73281401508,"GenoA20","WW_Panel1","13","25","c25r13"
10,2017-04-22,0.0255494320382162,0.028769963,290.73281401508,"GenoA20","WW_Panel1","55","10","c10r55"
10,2017-04-22,0.0279032812799342,0.029536777,290.73281401508,"GenoA20","WW_Panel1","6","5","c5r6"
10,2017-04-22,0.0271634284130189,0.027538856,290.73281401508,"GenoA20","WW_Panel1","29","2","c2r29"
10,2017-04-22,0.0319768037492834,0.032582068,290.73281401508,"GenoA20","WW_Panel1","35","11","c11r35"
10,2017-04-22,0.0251818443641115,0.025787659,290.73281401508,"GenoA20","WW_Panel1","29","23","c23r29"
10,2017-04-22,0.0236742860951479,0.02819893,290.73281401508,"GenoA20","WW_Panel1","50","6","c6r50"
10,2017-04-22,0.0288702792850228,0.026976012,290.73281401508,"GenoA20","WW_Panel1","10","15","c15r10"
10,2017-04-22,0.0281264131205332,0.030293272,290.73281401508,"GenoA20","WW_Panel1","24","3","c3r24"
10,2017-04-22,0.0253468026784469,0.027926218,290.73281401508,"GenoA20","WW_Panel1","12","22","c22r12"
10,2017-04-22,0.0280658949827363,0.023908058,290.73281401508,"GenoA20","WW_Panel1","34","19","c19r34"
10,2017-04-22,0.0275151185905845,0.028059294,290.694980935478,"GenoA21","WW_Panel1","44","3","c3r44"
10,2017-04-22,0.0301960194204546,0.024927877,290.694980935478,"GenoA21","WW_Panel1","44","18","c18r44"
10,2017-04-22,0.0228167159275988,0.020459405,290.694980935478,"GenoA21","WW_Panel1","11","11","c11r11"
10,2017-04-22,0.0321457519876367,0.034720769,290.694980935478,"GenoA21","WW_Panel1","4","6","c6r4"
10,2017-04-22,0.0274805165805173,0.032181219,290.694980935478,"GenoA21","WW_Panel1","58","10","c10r58"
10,2017-04-22,0.0285244239382599,0.02674407,290.694980935478,"GenoA21","WW_Panel1","2","14","c14r2"
10,2017-04-22,0.0309359146433315,0.030400035,290.694980935478,"GenoA21","WW_Panel1","44","2","c2r44"
10,2017-04-22,0.030227072572688,0.032760616,290.694980935478,"GenoA21","WW_Panel1","22","23","c23r22"
10,2017-04-22,0.0312154731900222,0.036446026,290.694980935478,"GenoA21","WW_Panel1","11","25","c25r11"
10,2017-04-22,0.0305040660426303,0.028619391,290.694980935478,"GenoA21","WW_Panel1","25","19","c19r25"
10,2017-04-22,0.0253130978257248,0.020442655,290.694980935478,"GenoA21","WW_Panel1","42","15","c15r42"
10,2017-04-22,0.0306789676991791,0.03523739,290.694980935478,"GenoA21","WW_Panel1","52","5","c5r52"
10,2017-04-22,0.028116672241991,0.027153949,290.694980935478,"GenoA21","WW_Panel1","41","26","c26r41"
10,2017-04-22,0.0278352514810049,0.029090837,290.694980935478,"GenoA21","WW_Panel1","23","22","c22r23"
10,2017-04-22,0.0255365280101241,0.019118462,290.666071486163,"GenoA22","WW_Panel1","51","15","c15r51"
10,2017-04-22,0.028306191724288,0.034761467,290.666071486163,"GenoA22","WW_Panel1","1","3","c3r1"
10,2017-04-22,0.0237378542985699,0.026682433,290.666071486163,"GenoA22","WW_Panel1","52","10","c10r52"
10,2017-04-22,0.0274596312549333,0.024371794,290.666071486163,"GenoA22","WW_Panel1","29","14","c14r29"
10,2017-04-22,0.0249173940242324,0.02373767,290.666071486163,"GenoA22","WW_Panel1","34","25","c25r34"
10,2017-04-22,0.0283833844477862,0.032338702,290.666071486163,"GenoA22","WW_Panel1","58","2","c2r58"
10,2017-04-22,0.0242036313573962,0.031715111,290.666071486163,"GenoA22","WW_Panel1","59","6","c6r59"
10,2017-04-22,0.0205097752388695,0.018808174,290.666071486163,"GenoA22","WW_Panel1","15","18","c18r15"
10,2017-04-22,0.0286020001676412,0.029659352,290.666071486163,"GenoA22","WW_Panel1","28","23","c23r28"
10,2017-04-22,0.0244701486426138,0.023431514,290.666071486163,"GenoA22","WW_Panel1","60","22","c22r60"
10,2017-04-22,0.0267821598994119,0.029476602,290.666071486163,"GenoA22","WW_Panel1","56","11","c11r56"
10,2017-04-22,0.0237225242317996,0.0181897,290.666071486163,"GenoA22","WW_Panel1","43","19","c19r43"
10,2017-04-22,0.0293854285509257,0.030477791,290.666071486163,"GenoA22","WW_Panel1","12","5","c5r12"
10,2017-04-22,0.0261523005907993,0.02669767,290.666071486163,"GenoA22","WW_Panel1","58","26","c26r58"
10,2017-04-22,0.0248609406370557,0.024994881,290.68076880604,"GenoA23","WW_Panel1","24","10","c10r24"
10,2017-04-22,0.0325894165317624,0.034121332,290.68076880604,"GenoA23","WW_Panel1","2","25","c25r2"
10,2017-04-22,0.0252793171636733,0.025818169,290.68076880604,"GenoA23","WW_Panel1","28","26","c26r28"
10,2017-04-22,0.0291319463584883,0.028102168,290.68076880604,"GenoA23","WW_Panel1","8","14","c14r8"
10,2017-04-22,0.0210177736002,0.025036066,290.68076880604,"GenoA23","WW_Panel1","57","2","c2r57"
10,2017-04-22,0.0232270161949598,0.029539295,290.68076880604,"GenoA23","WW_Panel1","57","5","c5r57"
10,2017-04-22,0.0336822109820295,0.036047944,290.68076880604,"GenoA23","WW_Panel1","28","6","c6r28"
10,2017-04-22,0.0301847895749207,0.033447709,290.68076880604,"GenoA23","WW_Panel1","15","3","c3r15"
10,2017-04-22,0.0260294090372358,0.024282181,290.68076880604,"GenoA23","WW_Panel1","49","23","c23r49"
10,2017-04-22,0.02767508491883,0.026971234,290.68076880604,"GenoA23","WW_Panel1","2","18","c18r2"
10,2017-04-22,0.025976648586003,0.025710595,290.68076880604,"GenoA23","WW_Panel1","30","11","c11r30"
10,2017-04-22,0.0321863350587056,0.02881735,290.68076880604,"GenoA23","WW_Panel1","41","22","c22r41"
10,2017-04-22,0.0349416983240055,0.034589133,290.68076880604,"GenoA23","WW_Panel1","3","19","c19r3"
