"Time","TrtGeno","predicted.values","standard.errors"
1,"WD_GenoA56",0.00312268453535284,0.000179791518743203
1,"WD_GenoA57",0.00197650859819372,0.000180160542421028
1,"WD_GenoA58",0.00280090595266951,0.000181016628551596
1,"WD_GenoA59",0.00295032905624397,0.000179896834509603
1,"WD_GenoA6",0.00277651695458003,0.00018015412130069
1,"WD_GenoA60",0.00279515323583738,0.00019823042698989
1,"WD_GenoA7",0.00329079316054305,0.000179844664785154
1,"WD_GenoA8",0.00352777092246819,0.000180083068413843
1,"WD_GenoA9",0.00272642667590231,0.000180631214948562
1,"WD_GenoB1",0.00230619421706379,0.000221755595047576
1,"WD_GenoB10",0.00226824948382941,0.000221363332423372
1,"WD_GenoB11",0.00237942900080306,0.000220885754511849
1,"WD_GenoB12",0.00254340672196558,0.000220827911737991
1,"WD_GenoB13",0.00261181156407621,0.000221012905303957
1,"WD_GenoB14",0.0025112203691302,0.000221130640709387
1,"WD_GenoB15",0.00244751338948992,0.000220891162731949
1,"WD_GenoB16",0.00234175704043384,0.000221174760911601
1,"WD_GenoB17",0.0025844742181904,0.000221355806429781
1,"WD_GenoB18",0.00232176778011002,0.000221362395755767
1,"WD_GenoB19",0.00242400298898747,0.000220751883772969
1,"WD_GenoB2",0.00232273857528003,0.000220825640184552
1,"WD_GenoB20",0.00183127449118712,0.000220924871981881
1,"WD_GenoB21",0.00249165983589795,0.000220783735914662
1,"WD_GenoB22",0.00238843435053792,0.000220942597523029
1,"WD_GenoB23",0.00243339687248544,0.000221672477739415
1,"WD_GenoB24",0.00249417046623802,0.000221372107528249
1,"WD_GenoB25",0.0025826969591303,0.000220845273588753
1,"WD_GenoB26",0.00256176664050736,0.000221522019093193
1,"WD_GenoB27",0.00254283342345439,0.000220914431563751
1,"WD_GenoB28",0.00245997798092482,0.000221038862476646
1,"WD_GenoB29",0.00236112788843462,0.000220949271190503
1,"WD_GenoB3",0.00218578871463054,0.000221019559842156
1,"WD_GenoB30",0.00223674331429678,0.000221588804989638
1,"WD_GenoB4",0.00189940947471001,0.000221049118293148
1,"WD_GenoB5",0.00290432760019308,0.000222055619782531
1,"WD_GenoB6",0.00240459482761057,0.000221048565992433
1,"WD_GenoB7",0.00253347723060842,0.000220815077230915
1,"WD_GenoB8",0.0027338511206777,0.000221406879374479
1,"WD_GenoB9",0.00218461564690593,0.000220869936610787
1,"WW_GenoA1",0.00288030332940227,0.000152969153455499
1,"WW_GenoA10",0.00291887112781814,0.000152926323639132
1,"WW_GenoA11",0.00209657346286516,0.000163698701484689
1,"WW_GenoA12",0.00235379356854946,0.000153154785827439
1,"WW_GenoA13",0.00275275285129253,0.000152747496957799
1,"WW_GenoA14",0.00273526988300146,0.000153098995376135
1,"WW_GenoA15",0.00330565807938819,0.000153004122570876
1,"WW_GenoA16",0.00289343705479053,0.00015266372925485
1,"WW_GenoA17",0.00150060439751581,0.000177218125016537
1,"WW_GenoA18",0.00274450475251687,0.000153193547327563
1,"WW_GenoA19",0.00380322668918711,0.000152782148507441
1,"WW_GenoA2",0.00289866298290362,0.000152780108914071
1,"WW_GenoA20",0.00243255623008523,0.000152924600418703
1,"WW_GenoA21",0.00311091917505401,0.000153275098840639
1,"WW_GenoA22",0.0025560454435496,0.000153117016859213
1,"WW_GenoA23",0.00297163955951474,0.00016343947456023
1,"WW_GenoA24",0.00285899833518612,0.000153625931413176
1,"WW_GenoA25",0.00225651596602223,0.000152733766263649
1,"WW_GenoA26",0.00312567783683099,0.000153107602470821
1,"WW_GenoA27",0.00180251915480732,0.00015306532894257
1,"WW_GenoA28",0.00267167414942447,0.000153013562962373
1,"WW_GenoA29",0.00225216134105231,0.000152732773563955
1,"WW_GenoA3",0.00256623506619075,0.000153015657373395
1,"WW_GenoA30",0.00283944809186835,0.000153049303983182
1,"WW_GenoA31",0.00368781575615944,0.000164101497001319
1,"WW_GenoA32",0.00253105556901453,0.000153330743130603
1,"WW_GenoA33",0.00285397114263043,0.000163550129259327
1,"WW_GenoA34",0.00261689706812503,0.000153045137325213
1,"WW_GenoA35",0.00249724735661299,0.000152777780411725
1,"WW_GenoA36",0.00154405207361151,0.000164332667968414
1,"WW_GenoA37",0.0021106620662908,0.000164168706815109
1,"WW_GenoA38",0.0022411645137691,0.000152867935626187
1,"WW_GenoA39",0.00217261815354139,0.00015309990940532
1,"WW_GenoA4",0.00183570619320679,0.000152611123853349
1,"WW_GenoA40",0.00256752645599041,0.000152863826153585
1,"WW_GenoA41",0.00244428531361414,0.000154063164689482
1,"WW_GenoA42",0.00264956939597115,0.000152989248496439
1,"WW_GenoA43",0.00232024854642653,0.0001525251138761
1,"WW_GenoA44",0.00327960726096623,0.000152528260184151
1,"WW_GenoA45",0.00243761135429699,0.000152866441494781
1,"WW_GenoA46",0.00301360343020857,0.000152531981189525
1,"WW_GenoA47",0.00288675851800712,0.000152596123969074
1,"WW_GenoA48",0.00345408996703103,0.000152849805619057
1,"WW_GenoA49",0.0024259481424811,0.000164055466312616
1,"WW_GenoA5",0.00237368464547496,0.000152827373299098
1,"WW_GenoA50",0.00312284087096606,0.000152731950340725
1,"WW_GenoA51",0.00322709714620003,0.0001632533346527
1,"WW_GenoA52",0.00275594606596215,0.000153744776400661
1,"WW_GenoA53",0.00263497951159858,0.000164665741091338
1,"WW_GenoA54",0.00220441748327613,0.000152865652037148
1,"WW_GenoA55",0.00234930016402775,0.000152797507919204
1,"WW_GenoA56",0.00286078137138762,0.000152841692915579
1,"WW_GenoA57",0.00162821049115701,0.000152522599673479
1,"WW_GenoA58",0.00289821067241632,0.000152370237244466
1,"WW_GenoA59",0.00296074913779392,0.000153084327725447
1,"WW_GenoA6",0.00302747351607763,0.000152791536014482
1,"WW_GenoA60",0.00273073295677078,0.000152764881913
1,"WW_GenoA7",0.00311423446958464,0.000152715359907645
1,"WW_GenoA8",0.00265967302290996,0.000153585741380666
1,"WW_GenoA9",0.00301590295395217,0.00015268271417539
1,"WW_GenoB1",0.00232698443151977,0.000246898182281164
1,"WW_GenoB10",0.00241975196604151,0.00024669277817186
1,"WW_GenoB11",0.00216574029651773,0.000246740565924849
1,"WW_GenoB12",0.00249003904701378,0.000247867639970631
1,"WW_GenoB13",0.00230173710133712,0.000300209650621745
1,"WW_GenoB14",0.00260764121336532,0.000300145792369448
1,"WW_GenoB15",0.00261279425665962,0.00024669046667322
1,"WW_GenoB16",0.00203503751745159,0.000246980117425226
1,"WW_GenoB17",0.00250226365437741,0.000246694699136227
1,"WW_GenoB18",0.00228997699441488,0.00024789544700046
1,"WW_GenoB19",0.00239437184564883,0.000246617139709344
1,"WW_GenoB2",0.00249727906722781,0.000248247447008945
1,"WW_GenoB20",0.00126811574433739,0.000246989113009882
1,"WW_GenoB21",0.00226515472606946,0.000247078251287718
1,"WW_GenoB22",0.00248910578346188,0.000246833281375574
1,"WW_GenoB23",0.00223203733095765,0.000246709698083394
1,"WW_GenoB24",0.00253324649268507,0.000246731398736671
1,"WW_GenoB25",0.00235751653959459,0.000246959374029232
1,"WW_GenoB26",0.00266824397237537,0.000246680382168808
1,"WW_GenoB27",0.00249578600015397,0.000246732026777121
1,"WW_GenoB28",0.00208789779735133,0.000246651901575851
1,"WW_GenoB29",0.00208387476848834,0.000246717615458786
1,"WW_GenoB3",0.00270694488595149,0.000246718349058002
1,"WW_GenoB30",0.00208650750799272,0.000247453839530832
1,"WW_GenoB4",0.00201971691797161,0.000247035779622775
1,"WW_GenoB5",0.00290265185583938,0.000246914807964544
1,"WW_GenoB6",0.00255584607117251,0.000247600527985445
1,"WW_GenoB7",0.00296057217798222,0.000246883978500101
1,"WW_GenoB8",0.00281178079400991,0.000246966753063347
1,"WW_GenoB9",0.00215594175297426,0.000246817500201195
2,"WD_GenoA1",0.00328012869814031,0.000161005358289066
2,"WD_GenoA10",0.00384383346073171,0.000160867830355033
2,"WD_GenoA11",0.00293569104969027,0.000170942468009275
2,"WD_GenoA12",0.00271076040072572,0.000161183333776058
2,"WD_GenoA13",0.00353420024814734,0.000170184268987644
2,"WD_GenoA14",0.00334637382812996,0.000169606561922958
2,"WD_GenoA15",0.00340340542885734,0.000161118331866273
2,"WD_GenoA16",0.00349651036949115,0.000170018412755561
2,"WD_GenoA17",0.00187065530542052,0.000193252705442711
2,"WD_GenoA18",0.00379035869434085,0.000161280113790631
2,"WD_GenoA19",0.00451624807129647,0.000170021949275528
2,"WD_GenoA2",0.00363434841674034,0.000169917417741602
2,"WD_GenoA20",0.00305600270078776,0.00016974638772037
2,"WD_GenoA21",0.003973500473259,0.000161033804926233
2,"WD_GenoA22",0.00343076304107264,0.000161130311036734
2,"WD_GenoA23",0.00363812720826749,0.000160890836295597
2,"WD_GenoA24",0.00361702240994653,0.000169870861483086
2,"WD_GenoA25",0.00281339200923514,0.000169994628365338
2,"WD_GenoA26",0.00408675131931722,0.000170665628765241
2,"WD_GenoA27",0.00203916420031772,0.000161323143748124
2,"WD_GenoA28",0.00313999994049358,0.000161313406854751
2,"WD_GenoA29",0.00303903557999302,0.000160680486270391
2,"WD_GenoA3",0.00314349640150365,0.000170261057842743
2,"WD_GenoA30",0.00362816843379835,0.000160944321953742
2,"WD_GenoA31",0.00492347997617176,0.000170571786354925
2,"WD_GenoA32",0.00383104843928601,0.000161278619314073
2,"WD_GenoA33",0.00353049874156328,0.000160835566032456
2,"WD_GenoA34",0.00309418039301566,0.000161258057295388
2,"WD_GenoA35",0.00294931063884831,0.000180829569504418
2,"WD_GenoA36",0.00146463188455262,0.000161062097568266
2,"WD_GenoA37",0.00267138996055195,0.000161061163467329
2,"WD_GenoA38",0.00292230988695127,0.000160790934803314
2,"WD_GenoA39",0.00306414151526519,0.000170123220753006
2,"WD_GenoA4",0.00205268825335514,0.000161286132391709
2,"WD_GenoA40",0.00303838153656989,0.000161830711771748
2,"WD_GenoA41",0.00314353059986788,0.000161038771613249
2,"WD_GenoA42",0.00324189078925294,0.000161193006663842
2,"WD_GenoA43",0.00281947142690147,0.000170140365794319
2,"WD_GenoA44",0.00354581417939369,0.000162001215911111
2,"WD_GenoA45",0.0029506635314597,0.000161693928671697
2,"WD_GenoA46",0.00350554177260401,0.000169824314036186
2,"WD_GenoA47",0.0037493432763591,0.000170083133674579
2,"WD_GenoA48",0.00420142686913036,0.000161189058186768
2,"WD_GenoA49",0.00361594542943821,0.000160910254812115
2,"WD_GenoA5",0.00313377250344224,0.00016125204359045
2,"WD_GenoA50",0.00367129582342998,0.000160824255878247
2,"WD_GenoA51",0.00387083203456605,0.00016105776347622
2,"WD_GenoA52",0.00349914213320716,0.000169954987470825
2,"WD_GenoA53",0.00305296121333252,0.00016053034058915
2,"WD_GenoA54",0.00291639246329727,0.000161475033099654
2,"WD_GenoA55",0.00238166610636637,0.000170454558405044
2,"WD_GenoA56",0.00359029961926241,0.000160627036273682
2,"WD_GenoA57",0.00223380235943123,0.000171233181075544
2,"WD_GenoA58",0.00345481179998385,0.000161722733977276
2,"WD_GenoA59",0.00386015975626329,0.000161013304015486
2,"WD_GenoA6",0.00387011541818927,0.000170057283920297
2,"WD_GenoA60",0.00341966912549615,0.000161131511712314
2,"WD_GenoA7",0.00411527176474012,0.00017078417389794
2,"WD_GenoA8",0.00368951178102775,0.000170089157464711
2,"WD_GenoA9",0.00371230268957767,0.000161583584758182
2,"WD_GenoB1",0.00303409697183497,0.000250753842639363
2,"WD_GenoB10",0.00320764321129773,0.0002516793202492
2,"WD_GenoB11",0.00280167264683379,0.000250908796055721
2,"WD_GenoB12",0.00331109396903819,0.000250597128544127
2,"WD_GenoB13",0.00360661865881865,0.000251166306706259
2,"WD_GenoB14",0.00360701895957267,0.000250634592429429
2,"WD_GenoB15",0.00324286626350512,0.000250693671402773
2,"WD_GenoB16",0.00290041207824568,0.000250873706703322
2,"WD_GenoB17",0.00352812092426383,0.000250776095140261
2,"WD_GenoB18",0.00311253906657222,0.000250768350061781
2,"WD_GenoB19",0.00316989411377094,0.000250613922900963
2,"WD_GenoB2",0.00313851963978043,0.00025057633096026
2,"WD_GenoB20",0.00280666261067748,0.000250677539219484
2,"WD_GenoB21",0.00305687295081113,0.000251383110888304
2,"WD_GenoB22",0.00317148417613983,0.000250802454761105
2,"WD_GenoB23",0.00336958927217153,0.00025101723001809
2,"WD_GenoB24",0.00333257045244359,0.000250740935849259
2,"WD_GenoB25",0.00339162956187477,0.000250530020041714
2,"WD_GenoB26",0.00348495438146271,0.000250939871986815
2,"WD_GenoB27",0.0033149292123649,0.000250721259140141
2,"WD_GenoB28",0.00312185284890292,0.00025076696564969
2,"WD_GenoB29",0.00321465864872583,0.0002507114022128
2,"WD_GenoB3",0.00235737460402953,0.000250919010884516
2,"WD_GenoB30",0.00294002615835668,0.000251169278063754
2,"WD_GenoB4",0.00255564693462484,0.000251180855016739
2,"WD_GenoB5",0.004139925654544,0.000252118475989308
2,"WD_GenoB6",0.00376774279822287,0.000250785288146421
2,"WD_GenoB7",0.00333919615216131,0.000251044159116292
2,"WD_GenoB8",0.0041626220420229,0.000250770443970813
2,"WD_GenoB9",0.00286454709280799,0.000251373257585661
2,"WW_GenoA1",0.00337577504829079,0.000147342173051204
2,"WW_GenoA10",0.00370798674640619,0.000147418936988414
2,"WW_GenoA11",0.00268207260961982,0.000147462900699774
2,"WW_GenoA12",0.00294925714125192,0.000147532667533587
2,"WW_GenoA13",0.00335560544298948,0.000147265135252208
2,"WW_GenoA14",0.00337418527271132,0.000147544107936975
2,"WW_GenoA15",0.00404979652848817,0.000147883553890823
2,"WW_GenoA16",0.00368322563584303,0.000153531462810933
2,"WW_GenoA17",0.00173755596794957,0.000161266869957972
2,"WW_GenoA18",0.00370765282070324,0.000147503214332668
2,"WW_GenoA19",0.00458751522961487,0.00014753995593789
2,"WW_GenoA2",0.00344786298355522,0.0001473373636002
2,"WW_GenoA20",0.00308233760421586,0.000153972971694795
2,"WW_GenoA21",0.00419147459852954,0.000147747812297372
2,"WW_GenoA22",0.00343566575672706,0.000148113489143376
2,"WW_GenoA23",0.00371266053739006,0.000147425541435623
2,"WW_GenoA24",0.00341595928137115,0.000147763419264125
2,"WW_GenoA25",0.00287005322242897,0.000147251477728061
2,"WW_GenoA26",0.00408944101972356,0.000147366218840583
2,"WW_GenoA27",0.00224342674796197,0.00014747572115198
2,"WW_GenoA28",0.00314812651666358,0.000153726967948799
2,"WW_GenoA29",0.00313631131761844,0.000147175715069091
2,"WW_GenoA3",0.00347777290001379,0.000147455570588547
2,"WW_GenoA30",0.00370391116554368,0.00014744002608737
2,"WW_GenoA31",0.00451461991165686,0.000141279323488016
2,"WW_GenoA32",0.0032835088060811,0.000147644704778988
2,"WW_GenoA33",0.00367045771968248,0.000147384928911008
2,"WW_GenoA34",0.00312410001621571,0.000147474325312688
2,"WW_GenoA35",0.00296121801344704,0.000147384991816949
2,"WW_GenoA36",0.00194108934111228,0.000153413119407216
2,"WW_GenoA37",0.00279274175090558,0.000154785678405474
2,"WW_GenoA38",0.00278622335848709,0.000147700008988943
2,"WW_GenoA39",0.0031244639123399,0.000147190018717646
2,"WW_GenoA4",0.00240559108348983,0.000147082797789688
2,"WW_GenoA40",0.0034081867117248,0.000147481365556912
2,"WW_GenoA41",0.0032004697615865,0.000148225007129036
2,"WW_GenoA42",0.00337321276460829,0.000147487921968856
2,"WW_GenoA43",0.0029335924974787,0.000147236801924088
2,"WW_GenoA44",0.00352934248302413,0.00014763585973365
2,"WW_GenoA45",0.00307678165810148,0.000147570458328768
2,"WW_GenoA46",0.00373113300658408,0.00014749534380191
2,"WW_GenoA47",0.00374086357022194,0.000147492614906781
2,"WW_GenoA48",0.00430750527919006,0.000147785424613277
2,"WW_GenoA49",0.00317651337502481,0.000147534592946341
2,"WW_GenoA5",0.00317183981625666,0.000147395855129205
2,"WW_GenoA50",0.00376793312555088,0.000147531355917405
2,"WW_GenoA51",0.00412970456181928,0.000147186343932051
2,"WW_GenoA52",0.00335074478275511,0.00014778077685314
2,"WW_GenoA53",0.00310279809072592,0.000141966041288225
2,"WW_GenoA54",0.00290159845070069,0.000147520782147173
2,"WW_GenoA55",0.0027029122487723,0.000147458387156157
2,"WW_GenoA56",0.00345462011788511,0.000147569156787364
2,"WW_GenoA57",0.00226477001740245,0.000147157248033664
2,"WW_GenoA58",0.00352245440371465,0.000147341123592815
2,"WW_GenoA59",0.00370308001055037,0.000147399504847516
2,"WW_GenoA6",0.0038476907990668,0.000147408296241624
2,"WW_GenoA60",0.00350373830224702,0.000147631417207567
2,"WW_GenoA7",0.00421439547282938,0.000147528712638134
2,"WW_GenoA8",0.00332507804651369,0.000147663099248255
2,"WW_GenoA9",0.00390502695483069,0.000147281177696981
2,"WW_GenoB1",0.00329980084943123,0.000239129274020472
2,"WW_GenoB10",0.00311219020861398,0.000239151389909397
2,"WW_GenoB11",0.0030372498263532,0.000239828316570645
2,"WW_GenoB12",0.00348060240681613,0.00023944106622775
2,"WW_GenoB13",0.00319434819313559,0.0002392544469333
2,"WW_GenoB14",0.00332478442025717,0.00023921694872435
2,"WW_GenoB15",0.00368038054931244,0.000239143087654964
2,"WW_GenoB16",0.00309909205746709,0.000239184307381276
2,"WW_GenoB17",0.00336258304137426,0.000239211908482517
2,"WW_GenoB18",0.00302175245531778,0.000240075734928688
2,"WW_GenoB19",0.00316122193273733,0.00023912649928849
2,"WW_GenoB2",0.00318579509756493,0.000240724137152871
2,"WW_GenoB20",0.00258798034097015,0.00023904504309706
2,"WW_GenoB21",0.00325123940766215,0.000239482879729418
2,"WW_GenoB22",0.00326682791126724,0.000239222143523406
2,"WW_GenoB23",0.00308422603291232,0.000239366854683282
2,"WW_GenoB24",0.00333238725239649,0.000239216483829656
2,"WW_GenoB25",0.00334126152882196,0.00023985269334765
2,"WW_GenoB26",0.00352801080024197,0.000239133326212668
2,"WW_GenoB27",0.00335025125924825,0.000239283676406978
2,"WW_GenoB28",0.00303362236900923,0.000239180586265937
2,"WW_GenoB29",0.00309651542588702,0.000239300378527344
2,"WW_GenoB3",0.00347018504220337,0.000239385695709411
2,"WW_GenoB30",0.0030141363873679,0.000239297150416986
2,"WW_GenoB4",0.00274350230137222,0.000239680257203493
2,"WW_GenoB5",0.00386671953522932,0.000239222386634381
2,"WW_GenoB6",0.00398980058820237,0.000239585709835995
2,"WW_GenoB7",0.00345005675691841,0.00023922616698943
2,"WW_GenoB8",0.003843678209355,0.000239275007453187
2,"WW_GenoB9",0.00289834854686396,0.000239540878668385
